代码,名称,现价,流通市值(亿),分类,蓄势相似度,拉升相似度,蓄势段涨幅,拉升段涨幅,匹配段DTW,匹配段相关,量能形态
301113,雅艺科技,16.470,11.8,刚启动(拉升初期),8.1,64.56,-0.1221,0.1806,1.3446,0.8675,0.0
603655,朗博科技,31.950,33.9,刚启动(拉升初期),14.93,64.55,-0.1578,0.3061,1.6249,0.8506,0.4
300639,凯普生物,5.990,37.7,刚启动(拉升初期),29.29,64.55,0.0309,0.083,1.6278,0.7953,0.7
603909,建发合诚,9.520,24.8,刚启动(拉升初期),8.21,64.53,-0.0976,0.1525,1.3773,0.8801,0.0
300373,扬杰科技,101.780,551.8,刚启动(拉升初期),8.74,64.49,0.0311,0.2068,1.5786,0.8416,0.4
301348,蓝箭电子,20.520,39.7,刚启动(拉升初期),7.78,64.48,-0.1887,0.1369,1.8616,0.8667,0.7
688718,唯赛勃,14.070,24.4,刚启动(拉升初期),8.09,64.48,-0.1234,0.1795,1.3369,0.8631,0.0
301290,东星医疗,28.290,22.5,刚启动(拉升初期),8.23,64.47,-0.0935,0.0946,1.7145,0.821,0.7
600195,中牧股份,6.660,68.0,刚启动(拉升初期),12.69,64.46,0.0167,0.0584,1.631,0.7963,0.7
603036,如通股份,15.180,31.3,刚启动(拉升初期),13.01,64.43,0.1016,0.2875,1.9699,0.8141,1.0
300093,金刚光伏,24.740,57.1,刚启动(拉升初期),16.12,64.43,0.133,0.1564,2.0225,0.8423,1.0
300685,艾德生物,18.560,72.3,刚启动(拉升初期),8.65,64.41,0.0087,0.1014,1.7958,0.771,1.0
600149,廊坊发展,4.870,18.5,刚启动(拉升初期),8.0,64.4,-0.1436,0.1149,1.6336,0.8656,0.4
003003,天元股份,10.990,12.9,刚启动(拉升初期),8.2,64.39,-0.0987,0.1366,1.3885,0.8818,0.0
600854,春兰股份,4.520,23.5,刚启动(拉升初期),8.25,64.37,-0.0882,0.099,1.623,0.8626,0.4
001379,腾达科技,15.880,10.7,刚启动(拉升初期),11.86,64.31,-0.1728,0.0812,1.8034,0.848,0.7
301550,斯菱智驱,86.620,177.8,刚启动(拉升初期),11.75,64.3,-0.195,0.2338,1.9817,0.8188,1.0
600400,红豆股份,3.010,69.0,刚启动(拉升初期),22.02,64.3,0.0756,0.1723,1.7185,0.8113,0.7
002303,美盈森,4.630,49.4,启动前(蓄势中),64.3,18.71,0.4091,0.0153,1.7944,0.7809,0.7
300439,美康生物,9.170,26.8,刚启动(拉升初期),21.76,64.24,-0.0072,0.1032,1.7192,0.8162,0.7
002805,丰元股份,19.830,55.3,刚启动(拉升初期),8.3,64.24,-0.0756,0.162,1.3371,0.8586,0.0
688247,宣泰医药,9.430,42.7,刚启动(拉升初期),46.12,64.24,0.0827,0.128,1.9846,0.8274,1.0
002903,宇环数控,32.320,34.8,刚启动(拉升初期),17.82,64.22,-0.1807,0.4048,1.8101,0.8218,0.7
002313,日海智能,8.750,32.8,刚启动(拉升初期),12.46,64.22,-0.0383,0.1314,1.8942,0.7965,1.0
600629,华建集团,16.480,189.5,刚启动(拉升初期),18.37,64.22,-0.0595,0.3595,1.6153,0.8351,0.4
600159,大龙地产,2.500,20.8,刚启动(拉升初期),8.27,64.2,-0.083,0.1239,1.4974,0.8145,0.4
603385,惠达卫浴,5.480,20.9,刚启动(拉升初期),8.24,64.2,-0.0912,0.1561,1.3801,0.8724,0.0
300316,晶盛机电,42.860,527.8,刚启动(拉升初期),8.22,64.2,-0.0959,0.1201,1.4652,0.9041,0.0
001255,博菲电气,25.850,20.0,刚启动(拉升初期),7.79,64.19,-0.1865,0.1473,1.4431,0.8939,0.0
688112,鼎阳科技,69.280,110.6,刚启动(拉升初期),8.96,64.18,0.0881,0.4681,1.9474,0.7872,1.0
301132,满坤科技,35.390,33.5,刚启动(拉升初期),8.24,64.17,-0.0915,0.2732,1.4472,0.8844,0.0
688105,诺唯赞,23.060,119.2,刚启动(拉升初期),47.48,64.14,0.5968,0.2847,1.7925,0.7479,1.0
002188,中天服务,5.400,13.9,刚启动(拉升初期),8.03,64.14,-0.1376,0.1769,1.6608,0.8627,0.4
603648,畅联股份,9.480,34.4,刚启动(拉升初期),25.57,64.13,0.0557,0.1367,1.5737,0.8369,0.4
688211,中科微至,30.710,40.3,刚启动(拉升初期),8.19,64.12,-0.1027,0.0989,1.6316,0.8592,0.4
002678,珠江钢琴,4.810,65.3,刚启动(拉升初期),7.7,64.09,-0.2059,0.1395,1.9544,0.8126,1.0
300942,易瑞生物,7.030,28.5,刚启动(拉升初期),14.85,64.09,0.0153,0.1911,1.7356,0.8103,0.7
000715,中兴商业,5.060,24.6,刚启动(拉升初期),15.5,64.08,-0.0297,0.1,2.0335,0.8423,1.0
600683,京投发展,9.980,73.9,形态接近(观察),16.95,64.05,-0.3414,0.2104,2.0033,0.822,1.0
603087,甘李药业,66.430,372.9,启动前(蓄势中),64.05,34.57,0.2612,0.0294,1.8746,0.8125,0.7
002913,奥士康,59.350,181.3,刚启动(拉升初期),8.91,64.02,0.0752,0.4052,1.4073,0.8576,0.0
688329,艾隆科技,20.360,15.7,刚启动(拉升初期),7.98,64.01,-0.1468,0.2486,1.4304,0.8768,0.0
002289,宇顺电子,40.030,109.9,刚启动(拉升初期),15.35,63.97,-0.0661,0.2266,1.6317,0.8447,0.4
603908,牧高笛,18.890,17.6,刚启动(拉升初期),8.07,63.96,-0.1275,0.1333,1.3805,0.8686,0.0
300725,药石科技,48.920,99.2,刚启动(拉升初期),44.98,63.92,0.4058,0.308,1.7773,0.8105,0.7
600198,大唐电信,8.030,104.5,刚启动(拉升初期),8.34,63.89,-0.0663,0.1001,2.0207,0.8333,1.0
688307,中润光学,48.880,60.7,刚启动(拉升初期),7.36,63.86,-0.2706,0.1927,1.6904,0.8642,0.4
601700,风范股份,7.710,87.8,刚启动(拉升初期),18.79,63.85,0.3103,0.4248,1.9332,0.7771,1.0
603159,上海亚虹,21.950,30.7,刚启动(拉升初期),7.59,63.84,-0.2266,0.195,1.58,0.8269,0.4
300030,阳普医疗,6.760,18.4,刚启动(拉升初期),12.43,63.82,-0.0451,0.1062,1.7098,0.8023,0.7
600622,光大嘉宝,2.210,33.1,刚启动(拉升初期),7.95,63.79,-0.1536,0.1188,1.5176,0.8112,0.4
600330,天通股份,26.800,330.6,刚启动(拉升初期),7.89,63.79,-0.1668,0.3913,1.7819,0.8026,0.7
300046,台基股份,24.830,58.7,刚启动(拉升初期),7.75,63.78,-0.1962,0.1089,2.0312,0.8332,1.0
300434,金石亚药,11.410,39.2,刚启动(拉升初期),44.8,63.76,0.1465,0.1282,1.9834,0.815,1.0
301251,威尔高,48.690,36.8,刚启动(拉升初期),12.5,63.75,-0.0287,0.6354,1.6785,0.8258,0.4
002245,蔚蓝锂芯,18.240,293.5,刚启动(拉升初期),8.19,63.74,-0.1006,0.1357,1.4606,0.8894,0.0
300811,铂科新材,74.870,250.6,刚启动(拉升初期),8.23,63.74,-0.0919,0.2554,1.5082,0.8953,0.0
603303,得邦照明,23.100,110.2,刚启动(拉升初期),8.16,63.72,-0.1081,0.2391,1.3443,0.8415,0.0
600624,ST复华,4.050,27.5,刚启动(拉升初期),8.48,63.7,-0.0333,0.1309,1.4581,0.8883,0.0
002989,中天精装,23.980,47.4,刚启动(拉升初期),7.98,63.69,-0.1469,0.1724,1.7129,0.8693,0.4
300387,富邦科技,7.210,20.8,刚启动(拉升初期),12.22,63.67,-0.0942,0.0697,2.0408,0.8372,1.0
603937,丽岛新材,11.660,24.4,刚启动(拉升初期),7.61,63.66,-0.2234,0.1703,1.3911,0.8613,0.0
301366,一博科技,55.600,65.0,刚启动(拉升初期),9.72,63.64,0.3161,0.4564,1.4609,0.8624,0.0
688388,嘉元科技,29.490,194.6,刚启动(拉升初期),8.35,63.53,-0.0657,0.244,1.4431,0.8695,0.0
600126,杭钢股份,6.940,234.4,刚启动(拉升初期),18.03,63.52,-0.1363,0.0989,1.88,0.8521,0.7
688035,德邦科技,66.140,94.1,刚启动(拉升初期),8.08,63.49,-0.1255,0.1395,2.0574,0.832,1.0
600847,万里股份,12.490,19.1,刚启动(拉升初期),8.12,63.49,-0.1163,0.1444,1.4512,0.8795,0.0
300514,友讯达,9.810,15.7,刚启动(拉升初期),8.07,63.48,-0.1279,0.1274,1.4598,0.8835,0.0
000790,华神科技,4.010,25.0,刚启动(拉升初期),19.65,63.48,0.0152,0.0836,1.6151,0.8392,0.4
603321,梅轮电梯,6.270,21.6,刚启动(拉升初期),8.27,63.47,-0.0847,0.0923,1.4212,0.8737,0.0
300566,激智科技,28.170,63.9,刚启动(拉升初期),11.57,63.47,0.2341,0.1614,1.8494,0.8352,0.7
601886,江河集团,13.430,152.2,刚启动(拉升初期),26.19,63.46,0.5186,0.5793,2.006,0.8815,0.6
688576,西山科技,40.500,13.1,刚启动(拉升初期),7.94,63.46,-0.1554,0.1145,1.4453,0.8795,0.0
603818,曲美家居,3.710,25.5,刚启动(拉升初期),31.2,63.43,0.1175,0.1558,1.3881,0.8558,0.0
688108,赛诺医疗,17.930,74.9,刚启动(拉升初期),7.9,63.43,-0.1635,0.1438,1.6824,0.8551,0.4
600479,千金药业,9.700,40.6,刚启动(拉升初期),12.37,63.42,-0.0597,0.0241,2.0935,0.8527,1.0
002774,快意电梯,15.850,44.7,启动前(蓄势中),63.41,41.7,0.3245,0.0383,2.1914,0.8221,1.0
301512,智信精密,30.880,15.0,刚启动(拉升初期),7.78,63.39,-0.1897,0.1234,1.4704,0.8852,0.0
002626,金达威,16.570,101.1,刚启动(拉升初期),30.07,63.38,0.1112,0.2364,1.7319,0.7875,0.7
301279,金道科技,20.540,26.8,刚启动(拉升初期),8.17,63.35,-0.1068,0.2477,1.3912,0.8473,0.0
003004,声迅股份,71.800,49.4,刚启动(拉升初期),19.54,63.33,0.0895,0.1957,1.5067,0.8894,0.0
002767,先锋电子,18.030,23.5,刚启动(拉升初期),8.67,63.3,0.0136,0.1613,1.4758,0.8815,0.0
603175,超颖电子,90.610,41.2,刚启动(拉升初期),8.8,63.28,0.0461,0.1823,1.4904,0.884,0.0
603879,永悦科技,5.610,20.2,刚启动(拉升初期),15.91,63.27,0.075,0.2022,1.3901,0.8487,0.0
000628,高新发展,46.270,88.9,刚启动(拉升初期),7.83,63.27,-0.178,0.2573,2.0373,0.81,1.0
002817,黄山胶囊,6.560,19.0,刚启动(拉升初期),8.26,63.26,-0.0865,0.1083,1.4276,0.869,0.0
600395,盘江股份,5.370,115.3,刚启动(拉升初期),8.51,63.25,-0.0267,0.1495,1.6309,0.8329,0.4
301286,侨源股份,41.920,67.6,刚启动(拉升初期),7.72,63.24,-0.2015,0.1382,1.7086,0.8596,0.4
600351,亚宝药业,6.740,46.6,刚启动(拉升初期),37.81,63.23,0.0802,0.0489,1.9427,0.8705,0.7
603015,弘讯科技,10.650,43.0,刚启动(拉升初期),8.45,63.2,-0.0405,0.1139,1.8829,0.8439,0.7
300189,神农种业,5.650,50.1,刚启动(拉升初期),18.9,63.2,0.0725,0.307,1.8294,0.7349,1.0
601118,海南橡胶,6.020,257.6,刚启动(拉升初期),15.47,63.2,-0.0361,0.2893,1.9687,0.7827,1.0
300700,岱勒新材,18.650,66.3,刚启动(拉升初期),8.61,63.19,-0.0032,0.3118,1.5106,0.878,0.0
301359,东南电子,16.740,11.9,刚启动(拉升初期),7.66,63.19,-0.2127,0.1385,1.4613,0.8759,0.0
002240,盛新锂能,34.500,315.0,刚启动(拉升初期),7.68,63.19,-0.2096,0.215,1.4113,0.8527,0.0
688239,航宇科技,46.960,89.7,刚启动(拉升初期),7.73,63.18,-0.1986,0.1531,2.0693,0.827,1.0
605169,洪通燃气,10.890,30.8,刚启动(拉升初期),12.34,63.17,-0.067,0.1282,1.8108,0.7427,1.0
688726,拉普拉斯,48.310,106.2,刚启动(拉升初期),7.95,63.17,-0.1537,0.2522,1.5305,0.889,0.0
000509,华塑控股,3.390,36.4,刚启动(拉升初期),7.14,63.14,-0.3089,0.1888,1.4581,0.8692,0.0
688419,耐科装备,56.490,64.7,刚启动(拉升初期),13.29,63.13,0.1821,0.5167,1.6867,0.8206,0.4
300901,中胤时尚,18.220,43.7,刚启动(拉升初期),24.56,63.11,0.1854,0.1924,1.7051,0.8505,0.4
301056,森赫股份,11.230,19.8,刚启动(拉升初期),12.02,63.11,-0.1384,0.2028,1.4712,0.8717,0.0
301581,黄山谷捷,37.080,15.7,刚启动(拉升初期),7.4,63.1,-0.2624,0.1042,1.4938,0.8874,0.0
300813,泰林生物,20.390,15.5,刚启动(拉升初期),12.82,63.09,-0.0699,0.1267,1.9263,0.7794,1.0
605488,福莱新材,30.130,83.2,刚启动(拉升初期),8.22,63.09,-0.0947,0.2868,1.5142,0.8788,0.0
600645,中源协和,19.290,90.2,刚启动(拉升初期),22.35,63.07,0.0065,0.085,2.1592,0.8602,1.0
301031,中熔电气,91.150,104.7,刚启动(拉升初期),7.72,63.06,-0.2018,0.1775,1.5328,0.8929,0.0
300411,金盾股份,7.560,23.4,刚启动(拉升初期),8.02,63.05,-0.1385,0.1113,2.1009,0.8379,1.0
688285,高铁电气,7.580,28.5,刚启动(拉升初期),8.29,63.05,-0.0787,0.1024,1.4093,0.8582,0.0
600182,S佳通,13.230,22.5,刚启动(拉升初期),12.52,63.03,-0.0237,0.0289,2.1066,0.8469,1.0
301051,信濠光电,19.050,43.0,形态接近(观察),21.78,63.01,0.0822,0.4633,1.8095,0.7873,0.7
688163,赛伦生物,34.350,37.2,刚启动(拉升初期),8.49,63.01,-0.0324,0.1673,1.6862,0.8438,0.4
300596,利安隆,42.500,97.6,刚启动(拉升初期),8.21,63.0,-0.0982,0.116,1.8039,0.8123,0.7
600802,福建水泥,4.570,20.9,刚启动(拉升初期),8.23,62.99,-0.0927,0.1471,1.4678,0.8721,0.0
600216,浙江医药,12.710,120.9,刚启动(拉升初期),30.13,62.95,0.0368,0.1108,2.0546,0.8201,1.0
600523,贵航股份,11.770,47.6,刚启动(拉升初期),12.59,62.95,-0.0076,0.0591,2.0155,0.8118,1.0
301518,长华化学,25.060,14.7,刚启动(拉升初期),14.72,62.95,-0.2008,0.1074,2.0646,0.8235,1.0
688536,思瑞浦,307.000,416.4,刚启动(拉升初期),9.0,62.92,0.1,0.3181,1.7096,0.8371,0.4
603836,海程邦达,8.990,25.1,刚启动(拉升初期),8.46,62.91,-0.0378,0.0652,1.3873,0.8508,0.0
688616,西力科技,10.790,19.4,刚启动(拉升初期),8.12,62.83,-0.1167,0.1287,1.4774,0.873,0.0
300560,中富通,17.440,32.6,刚启动(拉升初期),8.24,62.81,-0.0904,0.2925,1.5027,0.8673,0.0
002175,*ST东智,2.560,32.7,刚启动(拉升初期),17.79,62.8,-0.0483,0.0756,1.548,0.9005,0.0
688455,科捷智能,16.170,27.2,刚启动(拉升初期),7.58,62.77,-0.2284,0.1615,1.8104,0.8045,0.7
603958,哈森股份,21.960,48.2,刚启动(拉升初期),18.73,62.76,0.0277,0.6032,2.0695,0.7834,1.0
603083,剑桥科技,178.530,492.0,刚启动(拉升初期),12.45,62.76,-0.041,0.1466,1.9752,0.8606,0.7
003015,日久光电,12.120,29.9,刚启动(拉升初期),8.48,62.72,-0.0335,0.163,1.5386,0.8876,0.0
603259,药明康德,157.720,3900.9,刚启动(拉升初期),41.1,62.7,0.5776,0.2822,1.4775,0.857,0.0
002072,凯瑞德,7.390,27.2,刚启动(拉升初期),8.45,62.66,-0.0416,0.0805,1.6765,0.8395,0.4
002209,达 意 隆,12.530,19.8,刚启动(拉升初期),12.6,62.62,-0.0056,0.1937,2.0617,0.807,1.0
002301,齐心集团,7.530,54.1,刚启动(拉升初期),13.78,62.61,-0.0283,0.1085,1.497,0.8759,0.0
603041,美思德,10.940,20.0,刚启动(拉升初期),7.99,62.6,-0.1452,0.1231,1.4886,0.8715,0.0
603489,八方股份,27.860,65.4,刚启动(拉升初期),7.77,62.6,-0.1908,0.1233,1.4582,0.8614,0.0
301041,金百泽,25.220,19.9,刚启动(拉升初期),7.38,62.57,-0.2671,0.1794,1.5247,0.8779,0.0
300491,通合科技,30.320,47.8,刚启动(拉升初期),12.25,62.57,-0.0886,0.2256,1.6245,0.9074,0.0
600778,友好集团,5.490,17.1,刚启动(拉升初期),8.17,62.56,-0.1063,0.1467,1.5241,0.8802,0.0
300642,透景生命,13.490,18.6,刚启动(拉升初期),12.41,62.56,-0.0507,0.1318,1.6492,0.8233,0.4
603229,奥翔药业,8.000,66.4,刚启动(拉升初期),11.88,62.51,-0.1679,0.0943,1.7237,0.7752,0.7
603968,醋化股份,10.340,21.1,刚启动(拉升初期),7.83,62.45,-0.1797,0.1128,1.4514,0.8564,0.0
300828,锐新科技,16.540,15.7,刚启动(拉升初期),14.99,62.39,-0.1463,0.1569,2.0419,0.7978,1.0
688238,和元生物,6.880,44.5,形态接近(观察),40.58,62.37,0.1349,0.25,1.9554,0.7607,1.0
603602,纵横通信,11.520,26.6,刚启动(拉升初期),8.02,62.36,-0.1397,0.1417,1.505,0.8694,0.0
300549,优德精密,14.160,14.3,刚启动(拉升初期),8.14,62.36,-0.1117,0.123,1.4895,0.8657,0.0
603661,恒林股份,32.710,45.5,刚启动(拉升初期),8.79,62.36,0.044,0.1775,1.8072,0.867,0.4
688670,金迪克,15.570,19.2,刚启动(拉升初期),12.87,62.34,-0.0814,0.1619,1.9978,0.7813,1.0
688578,艾力斯,113.930,512.7,启动前(蓄势中),62.31,25.33,0.277,-0.0209,2.0017,0.8851,0.4
300405,科隆股份,5.610,12.3,刚启动(拉升初期),7.98,62.31,-0.1485,0.1684,1.4911,0.861,0.0
002556,辉隆股份,5.050,47.2,刚启动(拉升初期),15.47,62.3,-0.0368,0.0654,2.0577,0.809,1.0
603881,数据港,25.980,224.0,形态接近(观察),18.09,62.3,-0.1234,0.089,2.1676,0.8434,1.0
300004,南风股份,9.700,46.6,刚启动(拉升初期),17.3,62.28,-0.2804,0.263,2.1078,0.8081,1.0
301528,多浦乐,54.890,25.4,刚启动(拉升初期),9.38,62.28,0.2109,0.2437,1.5152,0.8621,0.0
688379,华光新材,53.040,47.8,刚启动(拉升初期),7.74,62.28,-0.1974,0.1335,1.9677,0.8472,0.7
002055,ST得润,6.040,35.7,刚启动(拉升初期),7.62,62.24,-0.2214,0.1372,1.9314,0.8338,0.7
300620,光库科技,299.870,741.7,刚启动(拉升初期),8.92,62.24,0.0777,0.3988,1.5752,0.8693,0.0
603188,亚邦股份,4.660,26.6,刚启动(拉升初期),18.62,62.23,0.0,0.2109,2.0666,0.7973,1.0
000517,荣安地产,2.310,57.6,刚启动(拉升初期),13.33,62.22,0.1949,0.2595,1.5543,0.8724,0.0
300126,锐奇股份,6.330,13.3,刚启动(拉升初期),8.19,62.22,-0.1021,0.1551,1.4822,0.8571,0.0
001202,炬申股份,13.600,15.9,刚启动(拉升初期),17.98,62.21,-0.1487,0.109,1.4452,0.8485,0.0
600288,大恒科技,11.150,48.7,形态接近(观察),18.26,62.15,-0.1372,0.1382,2.0196,0.8609,0.7
002687,乔治白,6.260,25.9,刚启动(拉升初期),44.84,62.12,0.4164,0.1887,2.0446,0.8641,0.7
301665,泰禾股份,24.380,25.4,刚启动(拉升初期),36.31,62.12,0.0494,0.1192,1.7702,0.8537,0.4
603717,天域生物,6.280,18.2,刚启动(拉升初期),8.24,62.12,-0.091,0.2073,1.7052,0.8244,0.4
688678,福立旺,19.180,77.3,刚启动(拉升初期),8.12,62.11,-0.1173,0.2109,1.7643,0.8437,0.4
301680,固德电材,95.920,16.1,刚启动(拉升初期),7.91,62.1,-0.1633,0.1096,2.1249,0.8223,1.0
300225,金力泰,7.150,33.8,刚启动(拉升初期),7.44,62.1,-0.2544,0.1,1.7619,0.8522,0.4
300568,星源材质,14.250,172.2,刚启动(拉升初期),7.9,62.09,-0.1638,0.1896,1.6502,0.9068,0.0
301166,优宁维,29.300,16.5,形态接近(观察),22.26,62.08,0.0302,0.1959,2.021,0.7796,1.0
300960,通业科技,16.780,22.1,刚启动(拉升初期),8.15,62.08,-0.1109,0.134,1.4981,0.8607,0.0
301129,瑞纳智能,23.620,15.9,刚启动(拉升初期),18.21,62.08,-0.0978,0.2208,2.1276,0.8132,1.0
688766,普冉股份,421.000,626.0,形态接近(观察),22.94,62.07,0.1285,0.358,1.5218,0.8502,0.0
001373,翔腾新材,27.910,11.7,刚启动(拉升初期),7.38,62.06,-0.2671,0.1406,1.5033,0.8614,0.0
688528,秦川物联,9.670,16.2,刚启动(拉升初期),7.84,62.03,-0.1769,0.2161,1.5604,0.8733,0.0
603212,赛伍技术,11.670,51.1,刚启动(拉升初期),7.77,62.02,-0.192,0.1293,1.4665,0.8491,0.0
688800,瑞可达,64.580,186.2,刚启动(拉升初期),14.52,62.0,-0.2411,0.1971,1.7107,0.8242,0.4
600249,两面针,5.220,28.7,刚启动(拉升初期),12.55,61.97,-0.0169,0.0825,1.5227,0.8708,0.0
300272,开能健康,5.720,26.6,刚启动(拉升初期),12.36,61.91,-0.0622,0.069,2.0543,0.7977,1.0
688618,三旺通信,29.960,33.0,刚启动(拉升初期),15.1,61.91,-0.1226,0.1196,1.9725,0.8409,0.7
301298,东利机械,12.720,13.8,刚启动(拉升初期),8.12,61.88,-0.1166,0.1541,1.5092,0.8577,0.0
688690,纳微科技,41.780,168.7,刚启动(拉升初期),8.99,61.84,0.0971,0.243,1.6743,0.8042,0.4
300851,交大思诺,23.930,13.6,刚启动(拉升初期),8.05,61.84,-0.1317,0.1223,1.4825,0.8505,0.0
002496,辉丰股份,2.020,23.9,刚启动(拉升初期),7.7,61.84,-0.2062,0.0794,1.7956,0.8588,0.4
688498,源杰科技,1540.460,1893.1,刚启动(拉升初期),18.78,61.83,0.4411,0.2618,1.6596,0.8975,0.0
605111,新洁能,61.240,254.3,刚启动(拉升初期),8.61,61.76,-0.0034,0.2177,1.7809,0.8398,0.4
688381,帝奥微,33.440,82.8,刚启动(拉升初期),7.88,61.73,-0.1692,0.1984,1.7685,0.8366,0.4
300241,瑞丰光电,5.580,33.5,刚启动(拉升初期),7.49,61.73,-0.2459,0.0751,1.9084,0.8941,0.4
000597,东北制药,4.910,69.2,刚启动(拉升初期),40.38,61.72,0.0571,0.0744,2.1235,0.8155,1.0
603386,骏亚科技,13.610,44.4,刚启动(拉升初期),7.81,61.66,-0.1833,0.178,1.5576,0.8661,0.0
000430,张家界,6.730,24.9,刚启动(拉升初期),7.93,61.66,-0.1579,0.0769,1.7618,0.8432,0.4
002748,世龙实业,11.980,28.8,刚启动(拉升初期),16.6,61.62,0.054,0.1928,1.4231,0.819,0.0
301043,绿岛风,43.570,24.7,刚启动(拉升初期),8.42,61.61,-0.0489,0.1401,1.9153,0.8124,0.7
301337,亚华电子,25.790,26.3,刚启动(拉升初期),8.54,61.59,-0.0198,0.1625,1.5923,0.8773,0.0
300500,启迪设计,9.490,15.9,刚启动(拉升初期),7.86,61.57,-0.1719,0.1489,1.5457,0.8624,0.0
688669,聚石化学,75.940,92.1,刚启动(拉升初期),31.27,61.56,0.8923,0.2163,1.7743,0.8327,0.4
603028,赛福天,6.970,19.8,刚启动(拉升初期),7.98,61.55,-0.1477,0.1313,1.515,0.8534,0.0
688210,统联精密,29.810,48.5,刚启动(拉升初期),10.85,61.55,-0.3567,0.1103,1.9693,0.8316,0.7
603208,江山欧派,11.210,19.7,刚启动(拉升初期),7.99,61.54,-0.1461,0.1198,1.7017,0.8164,0.4
301138,华研精机,29.810,20.4,刚启动(拉升初期),8.66,61.53,0.0105,0.2302,2.0041,0.8325,0.7
001367,海森药业,19.720,24.0,刚启动(拉升初期),12.42,61.51,-0.0478,0.119,2.1224,0.8059,1.0
300366,ST创意,5.070,26.9,刚启动(拉升初期),12.26,61.51,-0.0847,0.1869,1.5266,0.8515,0.0
688469,芯联集成,8.860,520.1,刚启动(拉升初期),19.82,61.5,0.1538,0.2057,1.5594,0.8604,0.0
603739,蔚蓝生物,12.130,30.7,形态接近(观察),18.3,61.49,-0.0768,0.0976,2.1661,0.8219,1.0
301390,经纬股份,30.770,15.1,刚启动(拉升初期),8.19,61.48,-0.1024,0.1149,1.5252,0.8564,0.0
300017,网宿科技,15.170,359.0,刚启动(拉升初期),19.12,61.45,0.0209,0.1752,2.2719,0.8493,1.0
688234,天岳先进,106.530,457.8,刚启动(拉升初期),7.65,61.41,-0.2155,0.1655,1.7917,0.839,0.4
603530,神马电力,47.750,204.1,刚启动(拉升初期),14.79,61.41,-0.1874,0.1017,2.0145,0.8439,0.7
600316,洪都航空,29.230,209.6,刚启动(拉升初期),15.48,61.4,-0.0351,0.1214,1.6057,0.8806,0.0
600319,亚星化学,6.550,25.4,刚启动(拉升初期),15.1,61.4,-0.1212,0.1906,1.5192,0.8459,0.0
600796,钱江生化,5.040,15.7,刚启动(拉升初期),12.41,61.36,-0.0505,0.0695,1.5892,0.8789,0.0
600052,东望时代,3.830,32.3,刚启动(拉升初期),8.24,61.35,-0.0898,0.1,1.8803,0.8728,0.4
002779,中坚科技,73.100,121.2,刚启动(拉升初期),8.83,61.32,0.0554,0.2935,1.7674,0.8182,0.4
600280,中央商场,2.920,32.9,刚启动(拉升初期),8.33,61.3,-0.0688,0.155,1.5957,0.8719,0.0
600491,ST龙元,1.810,27.7,刚启动(拉升初期),19.85,61.3,0.3609,0.448,2.2187,0.8071,1.0
600706,曲江文旅,7.810,19.8,刚启动(拉升初期),12.48,61.28,-0.0343,0.1338,1.5553,0.8597,0.0
300650,太龙股份,11.620,19.8,刚启动(拉升初期),7.88,61.26,-0.1679,0.1306,1.8645,0.8626,0.4
001268,联合精密,22.420,21.2,刚启动(拉升初期),11.59,61.24,-0.2261,0.2652,1.917,0.8683,0.4
000919,金陵药业,6.510,40.5,刚启动(拉升初期),35.46,61.24,0.0204,0.0535,2.1429,0.812,1.0
002795,永和智控,6.960,30.2,刚启动(拉升初期),7.87,61.22,-0.1702,0.1521,1.5075,0.8407,0.0
605218,伟时电子,14.410,30.7,刚启动(拉升初期),8.08,61.18,-0.1264,0.1469,1.513,0.842,0.0
000695,滨海能源,14.000,31.1,刚启动(拉升初期),8.27,61.18,-0.0839,0.0965,2.1809,0.8192,1.0
300835,龙磁科技,160.150,133.8,刚启动(拉升初期),8.37,61.17,-0.0603,0.2485,1.609,0.8654,0.0
301227,森鹰窗业,31.530,23.3,刚启动(拉升初期),13.94,61.17,0.3909,0.8548,1.6343,0.8341,0.0
002635,安洁科技,15.330,60.6,刚启动(拉升初期),8.21,61.16,-0.0982,0.157,1.5908,0.8665,0.0
300333,兆日科技,10.890,36.5,刚启动(拉升初期),15.64,61.16,0.0065,0.4993,2.1352,0.8721,0.6
603773,沃格光电,94.480,212.3,形态接近(观察),7.85,61.16,-0.1755,0.2025,1.8705,0.781,0.7
000006,深振业Ａ,6.980,94.2,刚启动(拉升初期),7.66,61.15,-0.214,0.0855,1.9298,0.8107,0.7
300486,东杰智能,20.720,98.8,刚启动(拉升初期),7.91,61.09,-0.1633,0.2715,2.0251,0.8252,0.7
300025,华星创业,5.110,25.9,刚启动(拉升初期),12.62,61.08,0.0,0.2,1.6105,0.8676,0.0
000153,丰原药业,5.920,27.2,刚启动(拉升初期),30.5,61.06,0.0331,0.1084,1.8956,0.82,0.6
002512,ST达华,4.090,44.8,刚启动(拉升初期),8.12,61.05,-0.1164,0.2349,1.65,0.8771,0.0
600971,恒源煤电,8.620,103.4,刚启动(拉升初期),9.13,61.05,0.1358,0.1299,1.9402,0.8076,0.7
002295,精艺股份,9.000,22.5,刚启动(拉升初期),8.09,61.0,-0.1245,0.1392,1.5407,0.8474,0.0
300800,力合科技,9.860,23.1,刚启动(拉升初期),8.2,61.0,-0.1004,0.1217,1.5605,0.8555,0.0
