代码,名称,现价,流通市值(亿),分类,蓄势相似度,拉升相似度,蓄势段涨幅,拉升段涨幅,匹配段DTW,匹配段相关,量能形态
688317,之江生物,17.330,32.9,刚启动(拉升初期),12.0,69.55,-0.1424,0.1151,1.7038,0.8676,1.0
603186,华正新材,164.100,257.3,刚启动(拉升初期),16.86,69.5,0.3622,0.347,1.5134,0.8592,0.7
300390,天华新能,68.680,488.7,刚启动(拉升初期),7.77,69.48,-0.1905,0.2216,1.4926,0.8613,0.7
603080,新疆火炬,19.400,27.5,刚启动(拉升初期),8.01,69.44,-0.1417,0.0827,1.658,0.8525,1.0
688052,纳芯微,237.830,341.1,刚启动(拉升初期),8.64,69.43,0.0055,0.244,1.3188,0.8754,0.4
000952,广济药业,6.290,21.6,刚启动(拉升初期),12.27,69.41,-0.0845,0.1397,1.2766,0.8695,0.4
000973,佛塑科技,14.620,147.9,刚启动(拉升初期),8.6,69.33,-0.0046,0.2089,1.6923,0.8502,1.0
002689,ST远智,2.870,29.9,刚启动(拉升初期),8.06,69.33,-0.1303,0.1344,1.1076,0.9117,0.0
001400,江顺科技,81.830,37.8,刚启动(拉升初期),7.61,69.3,-0.2235,0.2317,1.612,0.821,1.0
600251,冠农股份,10.180,79.1,刚启动(拉升初期),18.79,69.26,0.0425,0.1243,1.5725,0.8159,1.0
688315,诺禾致源,15.690,65.3,刚启动(拉升初期),31.55,69.2,0.0862,0.3045,1.6174,0.8145,1.0
605180,华生科技,12.540,21.2,刚启动(拉升初期),15.18,69.2,-0.1029,0.1514,1.709,0.8574,1.0
000838,*ST发展,2.930,30.9,刚启动(拉升初期),37.35,69.2,0.6971,0.4143,1.3576,0.7947,0.7
300749,顶固集创,23.740,37.4,刚启动(拉升初期),8.82,69.18,0.0523,0.3821,1.4889,0.8403,0.7
002800,天顺股份,13.770,20.2,刚启动(拉升初期),11.66,69.13,-0.214,0.1393,1.4707,0.8524,0.7
300412,迦南科技,4.490,21.0,刚启动(拉升初期),8.43,69.1,-0.0467,0.1572,1.2991,0.8677,0.4
002562,兄弟科技,4.820,39.2,刚启动(拉升初期),18.4,69.1,-0.053,0.1157,1.768,0.8778,1.0
001205,盛航股份,14.490,24.1,刚启动(拉升初期),8.66,69.08,0.0091,0.1438,1.3938,0.9001,0.4
605003,众望布艺,22.290,24.5,刚启动(拉升初期),15.24,69.07,-0.0903,0.1576,1.3284,0.8769,0.4
605158,华达新材,7.600,38.9,刚启动(拉升初期),14.98,69.04,0.092,0.1621,1.3864,0.8951,0.4
000620,盈新发展,3.470,162.1,刚启动(拉升初期),14.71,69.02,0.2349,0.3094,1.6959,0.8359,1.0
600525,ST长园,5.850,77.1,刚启动(拉升初期),15.97,69.01,0.0928,0.2147,1.6188,0.8172,1.0
301252,同星科技,33.340,45.2,刚启动(拉升初期),8.6,68.91,-0.0042,0.2133,1.2287,0.9348,0.0
601137,博威合金,19.210,176.4,刚启动(拉升初期),8.5,68.9,-0.0293,0.1315,1.5227,0.8645,0.7
300943,春晖智控,29.710,39.9,形态接近(观察),11.51,68.89,-0.2414,0.3062,1.6455,0.8909,0.7
002942,新农股份,15.720,21.8,刚启动(拉升初期),12.23,68.87,-0.0928,0.1117,1.4513,0.8418,0.7
002986,宇新股份,13.170,39.8,刚启动(拉升初期),26.61,68.85,0.0957,0.117,1.1133,0.9033,0.0
300858,科拓生物,14.870,29.1,刚启动(拉升初期),12.31,68.83,-0.0753,0.0965,1.6744,0.8414,1.0
603269,海鸥股份,18.470,79.8,刚启动(拉升初期),9.46,68.8,0.2326,0.5722,1.1815,0.8904,0.0
300767,震安科技,18.410,44.2,刚启动(拉升初期),8.36,68.79,-0.0627,0.1997,1.8097,0.8766,1.0
301116,益客食品,9.120,40.9,刚启动(拉升初期),18.21,68.78,-0.097,0.0935,1.7384,0.8618,1.0
300602,飞荣达,43.400,174.1,刚启动(拉升初期),8.54,68.72,-0.0188,0.279,1.6403,0.8871,0.7
001278,一彬科技,15.970,13.6,刚启动(拉升初期),7.99,68.71,-0.1456,0.1474,1.1747,0.9174,0.0
301196,唯科科技,90.840,97.9,刚启动(拉升初期),12.65,68.68,0.0087,0.3149,1.5329,0.8475,0.7
300239,东宝生物,5.020,29.6,刚启动(拉升初期),8.34,68.67,-0.0685,0.0771,1.6451,0.8296,1.0
300623,捷捷微电,30.290,232.5,刚启动(拉升初期),8.24,68.65,-0.0898,0.2302,1.5508,0.8595,0.7
603127,昭衍新药,47.330,297.1,启动前(蓄势中),68.64,38.54,0.4178,0.0404,1.6819,0.777,1.0
603615,茶花股份,16.660,40.3,刚启动(拉升初期),8.05,68.64,-0.1322,0.1143,1.7305,0.8539,1.0
300936,中英科技,78.070,37.2,刚启动(拉升初期),11.54,68.64,-0.2366,0.2843,1.5999,0.8713,0.7
002274,华昌化工,5.830,54.7,刚启动(拉升初期),21.74,68.6,0.0139,0.0658,1.4715,0.8459,0.7
600616,金枫酒业,4.230,28.3,刚启动(拉升初期),12.36,68.58,-0.0621,0.0959,1.6065,0.8878,0.7
301096,百诚医药,48.030,39.9,刚启动(拉升初期),7.86,68.58,-0.1719,0.2499,1.4194,0.8871,0.4
301203,国泰环保,33.810,14.8,刚启动(拉升初期),7.59,68.56,-0.2276,0.1056,1.3801,0.886,0.4
002437,誉衡药业,4.000,84.0,形态接近(观察),38.68,68.52,0.3445,0.3958,1.8839,0.8795,1.0
688286,敏芯股份,47.470,37.2,刚启动(拉升初期),19.31,68.51,0.0319,0.1998,1.7833,0.8609,1.0
600168,武汉控股,4.410,43.8,刚启动(拉升初期),12.23,68.5,-0.0924,0.0549,1.5276,0.8632,0.7
300684,中石科技,85.520,175.0,刚启动(拉升初期),19.62,68.5,0.4784,0.8148,1.8312,0.8352,1.0
688097,博众精工,49.640,221.7,刚启动(拉升初期),7.93,68.49,-0.1575,0.1982,1.6384,0.8872,0.7
603903,中持股份,13.620,34.8,刚启动(拉升初期),35.56,68.49,0.1765,0.2132,1.4656,0.9035,0.4
688305,科德数控,61.590,81.4,刚启动(拉升初期),8.7,68.48,0.0217,0.1662,1.7471,0.851,1.0
002330,得利斯,3.980,25.3,刚启动(拉升初期),15.37,68.44,-0.0592,0.0788,1.7636,0.8632,1.0
603326,我乐家居,6.960,22.2,刚启动(拉升初期),15.17,68.44,-0.1064,0.1774,1.1337,0.8946,0.0
600379,宝光股份,14.480,47.8,刚启动(拉升初期),20.69,68.44,0.1793,0.3175,1.5011,0.8306,0.7
688313,仕佳光子,154.690,699.2,刚启动(拉升初期),12.86,68.37,0.0623,0.5478,1.2499,0.9042,0.0
688179,阿拉丁,21.020,76.1,刚启动(拉升初期),11.9,68.37,0.0391,0.2279,1.7841,0.8554,1.0
601121,宝地矿业,7.400,59.2,刚启动(拉升初期),32.28,68.37,0.1332,0.0928,1.4214,0.8961,0.4
688206,概伦电子,42.000,183.4,刚启动(拉升初期),18.96,68.33,0.1554,0.2898,1.6361,0.875,0.7
301320,豪江智能,13.350,15.2,刚启动(拉升初期),8.17,68.3,-0.1056,0.1329,1.374,0.875,0.4
301212,联盛化学,24.650,23.1,刚启动(拉升初期),11.77,68.29,-0.1918,0.2239,1.7326,0.8365,1.0
603010,万盛股份,11.560,66.0,刚启动(拉升初期),7.69,68.29,-0.2074,0.1586,1.4359,0.8932,0.4
300593,新雷能,30.060,135.3,刚启动(拉升初期),11.99,68.28,-0.1455,0.3263,1.2777,0.9267,0.0
002661,克明食品,7.870,24.3,刚启动(拉升初期),12.52,68.23,-0.0239,0.1099,1.4753,0.834,0.7
300112,万讯自控,9.470,22.5,刚启动(拉升初期),26.92,68.16,0.3048,0.4828,1.5743,0.8363,0.7
300401,花园生物,14.540,77.9,刚启动(拉升初期),14.3,68.15,0.1812,0.1764,1.5124,0.8385,0.7
600243,*ST海华,3.740,16.4,刚启动(拉升初期),8.65,68.15,0.0081,0.2215,1.4793,0.8988,0.4
301046,能辉科技,22.080,28.7,刚启动(拉升初期),7.96,68.14,-0.151,0.287,1.37,0.8569,0.4
688352,颀中科技,18.000,66.0,刚启动(拉升初期),7.91,68.09,-0.1627,0.3358,1.4503,0.8786,0.4
001333,光华股份,20.720,26.5,刚启动(拉升初期),8.34,68.07,-0.0683,0.1759,1.6354,0.8026,1.0
688114,华大智造,72.320,300.6,刚启动(拉升初期),40.97,68.05,0.4847,0.5215,1.7031,0.7989,1.0
300669,沪宁股份,23.680,43.2,刚启动(拉升初期),7.78,68.05,-0.1893,0.1607,1.8107,0.8617,1.0
600807,济高发展,2.580,20.3,刚启动(拉升初期),8.4,68.04,-0.0542,0.1008,1.3496,0.8631,0.4
300243,瑞丰高材,16.050,35.9,形态接近(观察),8.06,68.03,-0.1311,0.2547,1.8152,0.8551,1.0
000911,*ST广糖,5.060,20.3,刚启动(拉升初期),12.07,68.01,-0.128,0.2029,1.6188,0.7932,1.0
603156,养元饮品,47.730,601.5,形态接近(观察),27.71,67.95,0.1661,0.2984,1.6507,0.8699,0.7
301111,粤万年青,21.110,33.8,刚启动(拉升初期),7.66,67.92,-0.2134,0.1733,1.7551,0.839,1.0
300306,远方信息,10.100,15.9,刚启动(拉升初期),12.28,67.89,-0.0818,0.121,1.1988,0.9074,0.0
301003,江苏博云,56.100,42.2,刚启动(拉升初期),8.96,67.89,0.0902,0.1927,1.5578,0.8459,0.7
000668,荣丰控股,22.630,33.2,刚启动(拉升初期),17.97,67.87,0.2452,0.2276,1.5713,0.8468,0.7
603079,圣达生物,12.720,24.0,形态接近(观察),18.18,67.84,-0.1034,0.2074,1.6882,0.9117,0.6
000586,汇源通信,12.780,24.4,刚启动(拉升初期),7.92,67.81,-0.1603,0.2125,1.2021,0.8987,0.0
603329,上海雅仕,10.510,21.7,刚启动(拉升初期),8.45,67.78,-0.0414,0.1325,1.1919,0.9013,0.0
603356,华菱精工,16.720,22.3,刚启动(拉升初期),8.14,67.74,-0.1121,0.1733,1.2456,0.9146,0.0
300967,晓鸣股份,15.960,19.9,刚启动(拉升初期),7.52,67.7,-0.2402,0.1029,1.721,0.8283,1.0
603289,泰瑞机器,8.720,25.6,刚启动(拉升初期),7.89,67.69,-0.167,0.1207,1.7557,0.838,1.0
301507,民生健康,12.650,13.9,刚启动(拉升初期),15.7,67.67,-0.0255,0.0693,1.7961,0.8558,1.0
002909,集泰股份,5.170,19.7,刚启动(拉升初期),8.04,67.65,-0.134,0.1142,1.4168,0.8747,0.4
600222,太龙药业,7.620,42.6,形态接近(观察),8.64,67.62,0.0064,0.098,1.7986,0.8526,1.0
002660,茂硕电源,7.360,25.5,刚启动(拉升初期),8.3,67.61,-0.0775,0.1752,1.1742,0.8875,0.0
301060,兰卫医学,11.310,40.7,刚启动(拉升初期),32.97,67.61,0.176,0.34,1.6887,0.8959,0.6
688733,壹石通,30.240,60.4,刚启动(拉升初期),7.95,67.59,-0.1538,0.206,1.7251,0.8931,0.7
301081,严牌股份,13.990,31.4,刚启动(拉升初期),7.25,67.57,-0.2892,0.3098,1.7889,0.8306,1.0
300838,浙江力诺,13.740,14.0,刚启动(拉升初期),7.63,67.56,-0.2196,0.1667,1.4558,0.8807,0.4
603396,金辰股份,25.710,35.6,刚启动(拉升初期),11.79,67.55,-0.1869,0.1157,1.7854,0.8448,1.0
301183,东田微,244.270,143.4,刚启动(拉升初期),13.06,67.49,0.1172,0.5035,1.7332,0.8711,0.7
600448,华纺股份,2.910,18.3,刚启动(拉升初期),8.55,67.48,-0.0167,0.1903,1.2625,0.9124,0.0
301383,天键股份,22.050,15.6,刚启动(拉升初期),7.71,67.47,-0.204,0.073,1.6287,0.8696,0.7
603276,恒兴新材,15.940,12.0,刚启动(拉升初期),8.49,67.34,-0.031,0.0814,1.3856,0.8594,0.4
603916,苏博特,11.440,48.1,刚启动(拉升初期),7.92,67.34,-0.1594,0.2068,1.6467,0.8606,0.7
000826,*ST启环,1.920,27.4,刚启动(拉升初期),14.93,67.34,-0.1579,0.3813,1.494,0.871,0.4
000663,永安林业,5.610,17.2,刚启动(拉升初期),8.19,67.33,-0.1027,0.1293,1.411,0.8633,0.4
600333,长春燃气,6.190,37.7,刚启动(拉升初期),18.85,67.32,0.1208,0.1051,1.1399,0.8748,0.0
600405,动力源,4.500,27.6,刚启动(拉升初期),8.45,67.29,-0.0418,0.1744,1.6126,0.8507,0.7
300610,晨化股份,10.260,17.0,刚启动(拉升初期),8.32,67.29,-0.0723,0.1541,1.2175,0.8956,0.0
300275,梅安森,8.940,24.3,刚启动(拉升初期),8.27,67.28,-0.0831,0.1288,1.4561,0.877,0.4
688217,睿昂基因,24.080,13.5,刚启动(拉升初期),12.32,67.27,-0.0715,0.245,1.3893,0.8448,0.4
688701,卓锦股份,8.370,11.2,刚启动(拉升初期),7.98,67.24,-0.1468,0.2682,1.262,0.8998,0.0
301266,宇邦新材,23.030,31.2,刚启动(拉升初期),8.15,67.22,-0.1115,0.2083,1.6141,0.8466,0.7
003008,开普检测,19.330,15.5,刚启动(拉升初期),8.48,67.18,-0.0345,0.1432,1.2457,0.9033,0.0
300709,精研科技,40.070,60.0,刚启动(拉升初期),8.19,67.12,-0.1018,0.1598,1.6553,0.8619,0.7
002863,今飞凯达,4.630,27.8,刚启动(拉升初期),18.19,67.1,-0.1008,0.0995,1.9301,0.8832,1.0
603506,南都物业,10.750,20.2,刚启动(拉升初期),18.28,67.09,-0.082,0.1687,1.732,0.811,1.0
301331,恩威医药,22.040,22.6,刚启动(拉升初期),8.1,67.07,-0.1217,0.1016,1.4857,0.8842,0.4
002086,东方海洋,1.970,31.2,刚启动(拉升初期),22.75,67.05,0.0207,0.113,1.8181,0.8435,1.0
600682,南京新百,5.540,64.5,刚启动(拉升初期),8.55,67.02,-0.0174,0.0404,1.9056,0.8786,1.0
000953,中哲精化,6.190,22.7,刚启动(拉升初期),12.37,67.02,-0.0592,0.1654,1.3972,0.848,0.4
002497,雅化集团,19.870,210.5,刚启动(拉升初期),7.99,66.95,-0.1456,0.1383,1.229,0.8923,0.0
688392,骄成超声,196.280,227.2,刚启动(拉升初期),24.68,66.95,0.3217,0.4017,1.743,0.8679,0.7
002960,青鸟智控,8.360,81.0,刚启动(拉升初期),8.65,66.95,0.0072,0.0872,1.4968,0.8863,0.4
301156,美农生物,11.410,13.5,刚启动(拉升初期),17.84,66.91,-0.178,0.1121,1.8016,0.8346,1.0
688448,磁谷科技,65.570,63.9,刚启动(拉升初期),9.59,66.9,0.2743,0.3285,1.7353,0.8695,0.7
002768,国恩股份,63.520,160.2,刚启动(拉升初期),34.49,66.89,0.4855,0.3418,1.3148,0.9029,0.0
688677,海泰新光,83.200,99.7,形态接近(观察),16.45,66.88,-0.4186,0.2553,1.888,0.8505,1.0
603089,正裕工业,10.530,25.3,刚启动(拉升初期),18.62,66.85,-0.0009,0.3,1.6579,0.8695,0.6
300319,麦捷科技,17.800,151.5,刚启动(拉升初期),9.22,66.74,0.162,0.2079,1.6816,0.8569,0.7
300548,长芯博创,203.400,598.4,刚启动(拉升初期),12.37,66.71,-0.0614,0.3923,1.3699,0.9131,0.0
301015,百洋医药,25.000,131.4,刚启动(拉升初期),41.31,66.63,0.1471,0.0766,1.9139,0.8683,1.0
002815,崇达技术,13.290,103.3,刚启动(拉升初期),7.74,66.62,-0.1972,0.1635,1.6865,0.8595,0.7
002700,万憬能源,6.250,13.4,刚启动(拉升初期),7.82,66.6,-0.1812,0.1002,1.3286,0.9202,0.0
300842,帝科股份,61.470,79.4,刚启动(拉升初期),7.46,66.59,-0.2508,0.1656,1.587,0.9004,0.4
688378,奥来德,43.950,105.9,形态接近(观察),8.94,66.54,0.083,0.2035,1.9329,0.8611,1.0
688301,奕瑞科技,98.480,308.6,刚启动(拉升初期),7.44,66.5,-0.2545,0.1427,1.4648,0.8594,0.4
603002,宏昌电子,15.730,178.4,刚启动(拉升初期),8.3,66.44,-0.0761,0.1854,1.6903,0.8543,0.7
301127,武汉天源,17.870,116.9,刚启动(拉升初期),37.38,66.4,0.2651,0.2898,1.7028,0.8489,0.7
688136,科兴制药,21.990,44.4,刚启动(拉升初期),24.63,66.4,0.0612,0.2501,1.7465,0.7917,1.0
688755,汉邦科技,27.390,21.9,刚启动(拉升初期),12.34,66.28,-0.067,0.2047,1.658,0.8379,0.7
002647,仁东控股,12.200,123.9,刚启动(拉升初期),12.43,66.27,-0.0453,0.2769,1.6254,0.8961,0.4
600665,天地源,3.400,29.4,刚启动(拉升初期),8.85,66.26,0.0585,0.2555,1.4374,0.8349,0.4
301486,致尚科技,169.730,123.7,刚启动(拉升初期),11.47,66.25,-0.2505,0.2427,1.5777,0.8823,0.4
300823,建科智能,14.980,12.7,刚启动(拉升初期),8.05,66.18,-0.1318,0.135,1.2735,0.8883,0.0
600459,贵研铂业,21.350,162.2,刚启动(拉升初期),8.69,66.17,0.0177,0.2016,1.7666,0.7966,1.0
002811,郑中设计,13.240,37.4,刚启动(拉升初期),19.02,66.1,0.106,0.3777,1.8174,0.7982,1.0
600495,晋西车轴,4.030,48.7,刚启动(拉升初期),15.53,66.1,-0.0217,0.0547,1.8555,0.8375,1.0
301529,福赛科技,110.980,70.5,刚启动(拉升初期),12.68,66.1,0.0157,0.3655,1.9729,0.8509,1.0
001336,楚环科技,18.380,11.8,刚启动(拉升初期),8.1,66.1,-0.1222,0.162,1.2927,0.8903,0.0
600235,民丰特纸,5.690,20.0,刚启动(拉升初期),8.46,66.1,-0.0401,0.1344,1.3137,0.8998,0.0
300808,久量股份,19.800,23.5,刚启动(拉升初期),7.85,66.08,-0.1744,0.1499,1.4793,0.8529,0.4
600620,天宸股份,4.330,29.7,刚启动(拉升初期),8.26,66.07,-0.0858,0.1091,1.5189,0.8697,0.4
600212,绿能慧充,5.800,30.8,刚启动(拉升初期),8.21,66.05,-0.0978,0.1238,1.4884,0.8576,0.4
000637,茂化实华,3.980,14.5,刚启动(拉升初期),8.17,66.04,-0.1056,0.1275,1.2574,0.8802,0.0
300985,致远新能,38.860,72.5,刚启动(拉升初期),36.91,65.98,0.6337,0.2292,1.7877,0.8716,0.7
301607,富特科技,43.950,66.7,刚启动(拉升初期),19.63,65.96,0.1674,0.2949,1.3566,0.8972,0.0
002821,凯莱英,160.600,509.2,启动前(蓄势中),65.94,40.51,0.4085,0.0212,1.6117,0.836,0.4
603112,华翔股份,16.300,87.1,刚启动(拉升初期),7.51,65.94,-0.2421,0.1499,1.7811,0.8003,1.0
688553,汇宇制药,12.130,61.5,刚启动(拉升初期),30.06,65.93,0.0407,0.1831,1.6324,0.8224,0.7
002581,*ST未名,5.480,22.0,刚启动(拉升初期),16.45,65.91,0.2302,0.6172,1.9422,0.8189,1.0
600272,开开实业,17.190,27.5,形态接近(观察),21.58,65.9,0.4537,0.6113,1.7604,0.8584,0.6
600692,亚通股份,6.250,15.9,刚启动(拉升初期),12.32,65.89,-0.0722,0.1581,1.5934,0.8856,0.4
603009,北特科技,44.060,152.6,刚启动(拉升初期),8.3,65.89,-0.0768,0.1408,1.7289,0.8573,0.7
002122,ST汇洲,2.710,53.9,刚启动(拉升初期),8.49,65.86,-0.032,0.1525,1.4484,0.8369,0.4
688583,思看科技,82.750,35.7,刚启动(拉升初期),12.48,65.86,-0.0343,0.1132,1.9648,0.8625,1.0
600738,丽尚国潮,4.030,30.7,刚启动(拉升初期),15.26,65.83,-0.0868,0.087,1.8356,0.8212,1.0
600526,菲达环保,4.700,41.0,刚启动(拉升初期),12.49,65.82,-0.0315,0.0898,1.6254,0.8257,0.7
603052,可川科技,57.160,107.4,刚启动(拉升初期),6.89,65.81,-0.3509,0.1426,1.9485,0.8532,1.0
600689,上海三毛,10.650,16.2,刚启动(拉升初期),8.33,65.81,-0.0706,0.1491,1.3127,0.8907,0.0
688083,中望软件,51.580,87.5,刚启动(拉升初期),8.26,65.8,-0.0862,0.1792,1.8592,0.8952,0.7
002825,纳尔股份,8.840,22.7,刚启动(拉升初期),12.03,65.8,-0.1369,0.1497,1.5249,0.8612,0.4
600969,郴电国际,8.640,32.0,刚启动(拉升初期),7.38,65.74,-0.2663,0.0743,1.584,0.8861,0.4
002637,赞宇科技,11.500,53.4,刚启动(拉升初期),8.49,65.74,-0.0317,0.2065,1.7758,0.7886,1.0
603236,移远通信,57.650,233.7,刚启动(拉升初期),15.92,65.74,0.0792,0.178,1.9487,0.8486,1.0
603703,盛洋科技,9.460,39.3,刚启动(拉升初期),7.52,65.68,-0.2404,0.1079,2.0296,0.8802,1.0
002513,蓝丰生化,5.290,15.3,刚启动(拉升初期),8.16,65.66,-0.1079,0.145,1.2978,0.8825,0.0
603290,斯达半导,96.790,231.8,刚启动(拉升初期),7.87,65.66,-0.17,0.1889,1.7761,0.788,1.0
603109,神驰机电,17.560,36.7,刚启动(拉升初期),8.25,65.6,-0.087,0.09,1.3269,0.8955,0.0
002193,ST如意,4.660,12.2,刚启动(拉升初期),12.35,65.57,-0.0641,0.242,1.4319,0.8168,0.4
605005,合兴股份,15.720,63.0,刚启动(拉升初期),8.42,65.56,-0.0495,0.0767,1.5147,0.8584,0.4
603042,华脉科技,13.570,28.3,刚启动(拉升初期),8.27,65.54,-0.0827,0.2007,1.3584,0.8949,0.0
000925,众合科技,8.970,60.2,刚启动(拉升初期),9.19,65.53,0.1522,0.2796,1.8072,0.8628,0.7
000816,智慧农业,2.760,39.7,刚启动(拉升初期),14.54,65.48,-0.0036,0.0827,1.8066,0.8782,0.7
000026,飞亚达,20.130,73.4,形态接近(观察),12.13,65.47,-0.1151,0.2623,1.6552,0.8871,0.4
301515,港通医疗,19.110,12.9,刚启动(拉升初期),8.09,65.44,-0.1239,0.1362,1.3028,0.8795,0.0
001313,粤海饲料,7.640,53.4,刚启动(拉升初期),16.32,65.43,-0.085,0.093,2.0249,0.8738,1.0
002370,亚太药业,5.490,40.9,刚启动(拉升初期),17.2,65.37,-0.0789,0.1485,1.8629,0.8133,1.0
688073,毕得医药,67.550,61.4,形态接近(观察),41.02,65.35,0.3848,0.4498,1.8351,0.7802,1.0
001356,富岭股份,9.130,19.3,刚启动(拉升初期),18.2,65.34,-0.0993,0.0972,2.005,0.8645,1.0
002443,金洲管道,9.260,48.2,刚启动(拉升初期),7.7,65.33,-0.2062,0.1792,1.6844,0.8251,0.7
603116,红蜻蜓,6.390,36.8,刚启动(拉升初期),8.21,65.33,-0.0976,0.2015,1.3645,0.8916,0.0
002976,瑞玛精密,23.440,28.5,刚启动(拉升初期),7.99,65.27,-0.1457,0.2321,1.5435,0.8474,0.4
002322,理工能科,11.750,41.3,刚启动(拉升初期),18.65,65.27,0.0086,0.156,1.7318,0.8664,0.6
002810,山东赫达,21.070,68.1,刚启动(拉升初期),8.2,65.25,-0.0999,0.0859,1.544,0.8595,0.4
600287,苏豪时尚,4.770,20.8,刚启动(拉升初期),8.37,65.24,-0.0607,0.1374,1.3425,0.8876,0.0
300194,福安药业,3.890,37.7,刚启动(拉升初期),32.57,65.23,0.0,0.0627,1.8851,0.8251,1.0
603797,联泰环保,4.700,27.1,刚启动(拉升初期),19.65,65.21,0.0241,0.2219,1.9197,0.822,1.0
688779,五矿新能,8.130,156.8,刚启动(拉升初期),8.26,65.19,-0.0855,0.12,1.7261,0.8406,0.7
000590,古汉医药,9.110,21.8,刚启动(拉升初期),8.08,65.19,-0.1255,0.13,1.8163,0.795,1.0
603810,丰山集团,12.150,20.1,刚启动(拉升初期),8.1,65.15,-0.122,0.1309,1.3526,0.8892,0.0
688203,海正生材,11.560,23.4,刚启动(拉升初期),18.35,65.14,-0.0655,0.2902,1.5837,0.8528,0.4
600202,哈空调,5.020,19.2,刚启动(拉升初期),8.33,65.12,-0.07,0.1451,1.353,0.8874,0.0
688517,金冠电气,15.780,21.6,刚启动(拉升初期),7.34,65.12,-0.273,0.089,1.9981,0.8574,1.0
300131,英唐智控,16.850,179.1,刚启动(拉升初期),8.67,65.11,0.0137,0.2123,1.6104,0.8673,0.4
002306,ST云网,2.060,16.7,刚启动(拉升初期),8.56,65.11,-0.0144,0.2047,1.9368,0.8268,1.0
600359,新农开发,6.460,24.6,刚启动(拉升初期),18.75,65.1,0.0331,0.1652,1.7422,0.7649,1.0
002326,永太科技,20.080,163.0,刚启动(拉升初期),8.38,65.1,-0.058,0.088,1.7714,0.8565,0.7
300382,斯莱克,17.780,115.3,刚启动(拉升初期),13.88,65.08,0.1299,0.2837,1.8663,0.8711,0.7
603898,好莱客,11.130,33.4,刚启动(拉升初期),8.11,65.08,-0.1186,0.0723,1.6186,0.8815,0.4
300871,回盛生物,22.530,45.5,刚启动(拉升初期),26.02,65.07,0.0688,0.0755,1.8863,0.8201,1.0
003011,海象新材,20.170,15.5,刚启动(拉升初期),8.38,65.05,-0.0589,0.1787,1.359,0.8847,0.0
603061,金海通,346.860,301.8,刚启动(拉升初期),26.36,65.01,0.2077,0.2546,1.575,0.8494,0.4
688380,中微半导,41.850,167.6,刚启动(拉升初期),8.51,64.98,-0.026,0.1652,2.0244,0.856,1.0
603626,科森科技,19.240,106.8,刚启动(拉升初期),14.84,64.94,-0.1767,0.4846,1.8485,0.8472,0.7
000529,广弘控股,4.900,27.9,刚启动(拉升初期),8.42,64.92,-0.0486,0.0724,1.6107,0.8749,0.4
301335,天元宠物,24.400,21.6,刚启动(拉升初期),18.79,64.9,0.0444,0.2134,1.8212,0.7821,1.0
300227,光韵达,11.710,53.4,刚启动(拉升初期),8.87,64.9,0.0645,0.4138,1.5818,0.8369,0.4
301557,常友科技,86.000,21.4,刚启动(拉升初期),8.47,64.88,-0.037,0.1879,1.5912,0.857,0.4
300932,三友联众,10.310,32.9,刚启动(拉升初期),22.57,64.88,0.0358,0.1816,1.467,0.9162,0.0
002247,聚力文化,2.370,15.2,刚启动(拉升初期),8.14,64.87,-0.1128,0.1456,1.3281,0.8728,0.0
688653,康希通信,15.410,48.8,刚启动(拉升初期),8.96,64.84,0.089,0.4348,1.543,0.8212,0.4
600722,金牛化工,15.240,103.7,刚启动(拉升初期),21.84,64.82,0.3698,0.3751,1.9021,0.7947,1.0
603168,莎普爱思,5.560,20.7,刚启动(拉升初期),8.35,64.81,-0.064,0.1076,1.5258,0.8406,0.4
300691,联合光电,14.210,31.4,刚启动(拉升初期),8.12,64.79,-0.118,0.127,1.4476,0.9121,0.0
002790,瑞尔特,5.870,15.3,刚启动(拉升初期),12.18,64.77,-0.1031,0.0771,1.5562,0.8524,0.4
002081,金 螳 螂,4.760,125.9,形态接近(观察),11.3,64.74,-0.2812,0.306,1.8496,0.8803,0.6
300155,安居宝,4.310,14.2,刚启动(拉升初期),15.03,64.73,-0.1365,0.1198,1.9385,0.8249,1.0
600238,ST椰岛,5.010,22.3,刚启动(拉升初期),15.63,64.72,0.002,0.2974,1.621,0.8542,0.4
300877,金春股份,27.770,33.3,刚启动(拉升初期),7.99,64.72,-0.146,0.2806,1.8434,0.7797,1.0
688433,华曙高科,107.220,445.6,刚启动(拉升初期),9.34,64.66,0.1976,0.4678,1.8895,0.7798,1.0
300314,戴维医疗,12.460,17.9,形态接近(观察),28.23,64.65,0.2021,0.3141,1.8562,0.8794,0.6
002762,金发拉比,10.050,21.2,刚启动(拉升初期),21.78,64.65,0.0853,0.2657,1.7399,0.8194,0.7
688619,罗普特,14.560,27.0,刚启动(拉升初期),7.89,64.64,-0.1669,0.2081,1.5712,0.8428,0.4
603280,南方路机,26.220,28.4,刚启动(拉升初期),18.15,64.62,-0.1105,0.0952,2.0327,0.8559,1.0
000788,北大医药,5.530,33.0,刚启动(拉升初期),29.28,64.6,0.0018,0.0695,1.9642,0.8349,1.0
002982,湘佳股份,12.190,15.9,刚启动(拉升初期),8.23,64.59,-0.093,0.074,1.6058,0.8648,0.4
600980,北矿科技,19.900,37.7,刚启动(拉升初期),12.46,64.57,-0.0384,0.1546,1.2095,0.8251,0.0
