代码,名称,现价,流通市值(亿),分类,蓄势相似度,拉升相似度,蓄势段涨幅,拉升段涨幅,匹配段DTW,匹配段相关,量能形态
002460,赣锋锂业,,,形态接近(观察),7.51,49.36,-0.2429,0.0807,2.1171,0.7538,0.0
002460,赣锋锂业,,,形态接近(观察),7.51,49.36,-0.2429,0.0807,2.1171,0.7538,0.0
002466,天齐锂业,,,,7.57,43.45,-0.2306,0.0701,2.6363,0.6801,0.4
