代码,名称,现价,流通市值(亿),分类,蓄势相似度,拉升相似度,蓄势段涨幅,拉升段涨幅,匹配段DTW,匹配段相关,量能形态
605179,一鸣食品,,,形态接近(观察),21.75,79.88,1.0474,1.3847,1.0518,0.9375,0.7
600721,百花医药,,,刚启动(拉升初期),32.34,77.9,0.8151,0.8929,1.282,0.883,1.0
001234,泰慕士,,,刚启动(拉升初期),15.36,77.84,-0.0627,0.2045,1.2412,0.913,1.0
300272,开能健康,,,刚启动(拉升初期),15.45,77.47,-0.0424,0.1013,1.3246,0.9406,1.0
600713,南京医药,,,刚启动(拉升初期),30.53,72.65,0.0379,0.0421,1.5908,0.9142,1.0
600196,复星医药,,,刚启动(拉升初期),42.6,58.45,0.0133,0.0356,2.2616,0.7836,1.0
