代码,名称,现价,流通市值(亿),分类,蓄势相似度,拉升相似度,蓄势段涨幅,拉升段涨幅,匹配段DTW,匹配段相关,量能形态
600664,哈药股份,8.170,205.8,刚启动(拉升初期),34.56,70.35,1.4243,0.4486,1.4061,0.9122,0.4
002942,新农股份,15.880,22.0,刚启动(拉升初期),12.34,70.34,-0.067,0.1541,1.3732,0.8489,0.7
600327,大东方,4.080,36.1,刚启动(拉升初期),25.13,70.32,0.1271,0.1758,1.6953,0.8788,1.0
002927,泰永长征,16.130,35.6,刚启动(拉升初期),6.98,70.16,-0.3362,0.1094,1.4946,0.8887,0.7
603818,曲美家居,3.790,26.0,刚启动(拉升初期),31.03,70.06,0.2032,0.1662,1.2344,0.8695,0.4
600593,大连圣亚,40.110,51.7,刚启动(拉升初期),14.2,69.91,0.0668,0.0959,1.4927,0.8831,0.7
300093,金刚光伏,25.930,59.9,刚启动(拉升初期),16.27,69.85,0.1765,0.2755,1.8052,0.8955,1.0
603811,诚意药业,7.400,33.9,刚启动(拉升初期),10.93,69.81,-0.3446,0.0496,1.6078,0.8483,1.0
000668,荣丰控股,22.220,32.6,刚启动(拉升初期),17.92,69.79,0.1998,0.1682,1.695,0.866,1.0
000669,ST金鸿,4.450,30.3,刚启动(拉升初期),8.69,69.65,0.0183,0.3088,1.7514,0.8701,1.0
301096,百诚医药,49.770,41.4,刚启动(拉升初期),7.58,69.6,-0.2296,0.2696,1.3882,0.9007,0.4
603881,数据港,27.330,235.6,刚启动(拉升初期),17.58,69.52,-0.228,0.1164,1.7234,0.8733,1.0
301419,阿莱德,40.390,40.1,刚启动(拉升初期),8.83,69.3,0.054,0.4058,1.729,0.8468,1.0
003011,海象新材,20.650,15.9,刚启动(拉升初期),8.5,69.29,-0.0291,0.2104,1.0477,0.8843,0.0
603269,海鸥股份,17.810,76.9,刚启动(拉升初期),7.85,69.26,-0.1743,0.5068,1.3998,0.8789,0.4
600251,冠农股份,10.310,80.1,刚启动(拉升初期),18.79,69.26,0.0425,0.1243,1.5725,0.8159,1.0
600525,ST长园,5.770,76.1,刚启动(拉升初期),15.97,69.01,0.0928,0.2147,1.6188,0.8172,1.0
301509,金凯生科,30.820,17.5,刚启动(拉升初期),40.62,68.92,0.0487,0.1134,1.6886,0.847,1.0
002886,沃特股份,21.240,44.4,刚启动(拉升初期),7.42,68.9,-0.2581,0.1767,1.6273,0.8205,1.0
603909,建发合诚,9.580,25.0,刚启动(拉升初期),8.31,68.75,-0.0735,0.1683,1.1674,0.9142,0.0
688073,毕得医药,71.600,65.1,形态接近(观察),40.29,68.75,0.4089,0.4739,1.8269,0.8609,1.0
603326,我乐家居,6.990,22.3,刚启动(拉升初期),18.42,68.66,-0.0477,0.1928,1.1092,0.8906,0.0
600616,金枫酒业,4.230,28.3,刚启动(拉升初期),12.36,68.58,-0.0621,0.0959,1.6065,0.8878,0.7
600168,武汉控股,4.420,43.9,刚启动(拉升初期),12.23,68.5,-0.0924,0.0549,1.5276,0.8632,0.7
301370,国科恒泰,8.820,41.5,刚启动(拉升初期),15.52,68.46,-0.0243,0.0513,1.642,0.9007,0.7
600379,宝光股份,15.520,51.2,刚启动(拉升初期),20.69,68.44,0.1793,0.3175,1.5011,0.8306,0.7
000663,永安林业,5.640,17.3,刚启动(拉升初期),12.4,68.43,-0.0521,0.151,1.3778,0.8779,0.4
603280,南方路机,26.560,28.8,刚启动(拉升初期),18.26,68.4,-0.0851,0.0993,1.7765,0.8645,1.0
603879,永悦科技,5.430,19.5,刚启动(拉升初期),15.99,68.36,0.097,0.1882,1.1332,0.8915,0.0
301408,华人健康,15.490,35.5,刚启动(拉升初期),15.08,68.32,-0.1258,0.1192,1.6084,0.8798,0.7
301060,兰卫医学,11.500,41.4,形态接近(观察),29.1,68.3,0.1783,0.3545,1.6921,0.913,0.6
000973,佛塑科技,14.430,146.0,刚启动(拉升初期),8.53,68.23,-0.0224,0.1609,1.8201,0.8695,1.0
600243,*ST海华,3.750,16.5,刚启动(拉升初期),8.65,68.15,0.0081,0.2215,1.4793,0.8988,0.4
002988,豪美新材,24.110,60.2,刚启动(拉升初期),14.74,68.07,-0.1963,0.2177,1.8421,0.868,1.0
603356,华菱精工,17.030,22.7,刚启动(拉升初期),8.39,68.05,-0.056,0.2269,1.1974,0.9018,0.0
600807,济高发展,2.620,20.6,刚启动(拉升初期),8.4,68.04,-0.0542,0.1008,1.3496,0.8631,0.4
603329,上海雅仕,10.440,21.5,刚启动(拉升初期),8.51,68.03,-0.0261,0.1373,1.1622,0.8971,0.0
603810,丰山集团,12.290,20.3,刚启动(拉升初期),8.26,67.95,-0.0862,0.1649,1.1977,0.9047,0.0
603717,天域生物,6.350,18.4,刚启动(拉升初期),8.47,67.95,-0.0364,0.2212,1.3597,0.8539,0.4
600222,太龙药业,7.840,43.9,形态接近(观察),8.64,67.62,0.0064,0.098,1.7986,0.8526,1.0
600448,华纺股份,2.940,18.5,刚启动(拉升初期),8.55,67.48,-0.0167,0.1903,1.2625,0.9124,0.0
603703,盛洋科技,9.670,40.1,刚启动(拉升初期),7.59,67.42,-0.227,0.1284,1.835,0.8569,1.0
301201,诚达药业,35.800,38.9,刚启动(拉升初期),22.85,67.36,0.0835,0.2504,1.7006,0.8005,1.0
300126,锐奇股份,6.440,13.6,刚启动(拉升初期),8.38,67.36,-0.0585,0.1773,1.1833,0.8841,0.0
600333,长春燃气,6.310,38.4,刚启动(拉升初期),18.85,67.32,0.1208,0.1051,1.1399,0.8748,0.0
600405,动力源,4.580,28.1,刚启动(拉升初期),8.45,67.29,-0.0418,0.1744,1.6126,0.8507,0.7
603489,八方股份,27.660,64.9,刚启动(拉升初期),7.62,67.07,-0.2208,0.1194,1.2319,0.8979,0.0
600682,南京新百,5.660,65.9,刚启动(拉升初期),8.55,67.02,-0.0174,0.0404,1.9056,0.8786,1.0
603321,梅轮电梯,6.320,21.8,刚启动(拉升初期),8.47,66.98,-0.0366,0.1107,1.269,0.9089,0.0
603908,牧高笛,19.160,17.8,刚启动(拉升初期),8.35,66.91,-0.0649,0.1669,1.2476,0.8951,0.0
603378,*ST亚士,6.130,26.3,刚启动(拉升初期),9.13,66.77,0.1352,0.2115,1.8435,0.8365,1.0
603168,莎普爱思,5.580,20.8,刚启动(拉升初期),8.48,66.68,-0.0346,0.125,1.3044,0.9119,0.0
002872,ST天圣,5.300,11.4,刚启动(拉升初期),8.54,66.63,-0.0185,0.0905,1.4266,0.8545,0.4
001255,博菲电气,26.110,20.2,刚启动(拉升初期),7.9,66.5,-0.1655,0.1615,1.1842,0.8642,0.0
001326,联域股份,61.480,14.8,刚启动(拉升初期),12.49,66.49,-0.0318,0.2935,1.454,0.843,0.4
603739,蔚蓝生物,12.290,31.1,刚启动(拉升初期),18.46,66.36,-0.0398,0.1173,1.8851,0.8483,1.0
603328,依顿电子,11.070,110.5,刚启动(拉升初期),8.09,66.35,-0.1235,0.2508,1.444,0.8397,0.4
002827,高争民爆,55.000,151.8,刚启动(拉升初期),27.65,66.32,0.9407,1.1782,1.5621,0.8346,0.4
603382,海阳科技,20.340,23.5,形态接近(观察),18.4,66.27,-0.0531,0.2479,1.8308,0.8168,1.0
600665,天地源,3.440,29.7,刚启动(拉升初期),8.85,66.26,0.0585,0.2555,1.4374,0.8349,0.4
600459,贵研铂业,21.870,166.1,刚启动(拉升初期),8.69,66.17,0.0177,0.2016,1.7666,0.7966,1.0
301390,经纬股份,31.300,15.4,刚启动(拉升初期),8.42,66.12,-0.0481,0.1776,1.3498,0.9086,0.0
600495,晋西车轴,4.050,48.9,刚启动(拉升初期),15.53,66.1,-0.0217,0.0547,1.8555,0.8375,1.0
600235,民丰特纸,5.740,20.2,刚启动(拉升初期),8.46,66.1,-0.0401,0.1344,1.3137,0.8998,0.0
600620,天宸股份,4.370,30.0,刚启动(拉升初期),8.26,66.07,-0.0858,0.1091,1.5189,0.8697,0.4
600212,绿能慧充,5.630,29.9,刚启动(拉升初期),8.21,66.05,-0.0978,0.1238,1.4884,0.8576,0.4
301119,正强股份,22.790,26.8,刚启动(拉升初期),6.98,65.99,-0.336,0.1932,1.8333,0.815,1.0
600272,开开实业,16.500,26.4,形态接近(观察),21.58,65.9,0.4537,0.6113,1.7604,0.8584,0.6
603385,惠达卫浴,5.490,20.9,刚启动(拉升初期),8.43,65.89,-0.0452,0.1706,1.3376,0.8993,0.0
600692,亚通股份,6.300,16.1,刚启动(拉升初期),12.32,65.89,-0.0722,0.1581,1.5934,0.8856,0.4
301056,森赫股份,10.980,19.3,刚启动(拉升初期),14.79,65.88,-0.1873,0.1595,1.4907,0.851,0.4
600738,丽尚国潮,4.000,30.4,刚启动(拉升初期),15.26,65.83,-0.0868,0.087,1.8356,0.8212,1.0
600526,菲达环保,4.610,40.2,刚启动(拉升初期),12.49,65.82,-0.0315,0.0898,1.6254,0.8257,0.7
301015,百洋医药,25.860,135.9,刚启动(拉升初期),41.63,65.82,0.1555,0.1023,1.9727,0.8652,1.0
600689,上海三毛,10.790,16.4,刚启动(拉升初期),8.33,65.81,-0.0706,0.1491,1.3127,0.8907,0.0
603506,南都物业,10.830,20.3,刚启动(拉升初期),18.39,65.72,-0.0558,0.1927,1.8181,0.8034,1.0
603626,科森科技,18.650,103.5,刚启动(拉升初期),11.61,65.68,-0.2229,0.3991,1.7438,0.8367,0.7
301008,宏昌科技,40.300,46.6,刚启动(拉升初期),48.89,65.52,0.416,0.2713,1.7777,0.7786,1.0
603536,惠发食品,9.500,22.9,刚启动(拉升初期),18.67,65.5,0.0117,0.186,1.4125,0.9131,0.0
600287,苏豪时尚,4.800,21.0,刚启动(拉升初期),8.37,65.24,-0.0607,0.1374,1.3425,0.8876,0.0
301089,拓新药业,24.200,22.0,刚启动(拉升初期),32.51,65.21,-0.007,0.044,1.9,0.8313,1.0
300119,瑞普生物,17.920,59.8,刚启动(拉升初期),35.66,65.18,0.1103,0.1356,1.9425,0.8362,1.0
603903,中持股份,14.190,36.2,刚启动(拉升初期),40.31,65.12,0.2935,0.2066,1.5901,0.8611,0.4
600202,哈空调,5.050,19.4,刚启动(拉升初期),8.33,65.12,-0.07,0.1451,1.353,0.8874,0.0
600359,新农开发,6.560,25.0,刚启动(拉升初期),18.75,65.1,0.0331,0.1652,1.7422,0.7649,1.0
301320,豪江智能,13.190,15.1,刚启动(拉升初期),8.33,65.0,-0.0705,0.1274,1.3465,0.8837,0.0
000911,*ST广糖,4.910,19.7,刚启动(拉升初期),12.17,64.92,-0.1073,0.2094,1.7943,0.7741,1.0
600722,金牛化工,14.150,96.3,刚启动(拉升初期),21.84,64.82,0.3698,0.3751,1.9021,0.7947,1.0
603937,丽岛新材,11.650,24.3,刚启动(拉升初期),7.76,64.79,-0.1927,0.1839,1.3094,0.8613,0.0
001201,东瑞股份,11.860,23.9,刚启动(拉升初期),31.5,64.74,0.0085,0.0627,1.5873,0.8633,0.4
600238,ST椰岛,5.060,22.5,刚启动(拉升初期),15.63,64.72,0.002,0.2974,1.621,0.8542,0.4
002622,皓宸医疗,2.510,21.1,刚启动(拉升初期),15.59,64.65,-0.0079,0.2126,1.6473,0.868,0.4
300149,睿智医药,10.380,50.0,刚启动(拉升初期),45.66,64.57,0.1904,0.1113,1.758,0.8366,0.7
603920,世运电路,38.860,280.0,刚启动(拉升初期),10.8,64.52,-0.3652,0.1356,1.7425,0.8281,0.7
003016,欣贺股份,6.900,28.4,刚启动(拉升初期),8.4,64.5,-0.0535,0.0866,1.6429,0.8737,0.4
600195,中牧股份,6.710,68.5,刚启动(拉升初期),12.69,64.46,0.0167,0.0584,1.631,0.7963,0.7
600149,廊坊发展,4.950,18.8,刚启动(拉升初期),8.0,64.4,-0.1436,0.1149,1.6336,0.8656,0.4
600854,春兰股份,4.550,23.6,刚启动(拉升初期),8.25,64.37,-0.0882,0.099,1.623,0.8626,0.4
600400,红豆股份,3.130,71.7,刚启动(拉升初期),22.02,64.3,0.0756,0.1723,1.7185,0.8113,0.7
603602,纵横通信,11.620,26.8,刚启动(拉升初期),8.19,64.29,-0.1013,0.1726,1.4341,0.8913,0.0
603839,安正时尚,7.080,27.4,刚启动(拉升初期),8.77,64.25,0.0381,0.155,1.4091,0.8834,0.0
603363,傲农生物,2.890,62.0,刚启动(拉升初期),8.17,64.25,-0.1053,0.0586,1.9487,0.822,1.0
301010,晶雪节能,17.470,18.9,刚启动(拉升初期),8.13,64.23,-0.115,0.1796,1.4333,0.889,0.0
600629,华建集团,16.600,190.9,刚启动(拉升初期),18.37,64.22,-0.0595,0.3595,1.6153,0.8351,0.4
600159,大龙地产,2.540,21.1,刚启动(拉升初期),8.27,64.2,-0.083,0.1239,1.4974,0.8145,0.4
300998,宁波方正,26.400,28.4,刚启动(拉升初期),8.4,64.18,-0.0541,0.2,1.2831,0.8359,0.0
603682,锦和商管,11.420,54.0,刚启动(拉升初期),33.81,64.17,0.2803,0.3859,1.6165,0.8323,0.4
600683,京投发展,10.010,74.2,形态接近(观察),16.95,64.05,-0.3414,0.2104,2.0033,0.822,1.0
002614,奥佳华,5.080,22.4,刚启动(拉升初期),12.6,63.95,-0.0059,0.1116,1.7024,0.8775,0.4
601882,海天精工,20.100,104.9,刚启动(拉升初期),15.32,63.92,-0.0712,0.093,1.9826,0.822,1.0
600198,大唐电信,7.470,97.3,刚启动(拉升初期),8.34,63.89,-0.0663,0.1001,2.0207,0.8333,1.0
603808,歌力思,8.450,30.7,刚启动(拉升初期),8.34,63.83,-0.0684,0.156,1.4115,0.8737,0.0
600622,光大嘉宝,2.260,33.9,刚启动(拉升初期),7.95,63.79,-0.1536,0.1188,1.5176,0.8112,0.4
600330,天通股份,27.270,336.4,刚启动(拉升初期),7.89,63.79,-0.1668,0.3913,1.7819,0.8026,0.7
600624,ST复华,4.060,27.6,刚启动(拉升初期),8.48,63.7,-0.0333,0.1309,1.4581,0.8883,0.0
301028,鼎熔岩,13.250,33.2,刚启动(拉升初期),6.91,63.58,-0.3479,0.1325,1.585,0.8274,0.4
002864,盘龙药业,21.610,21.3,刚启动(拉升初期),14.47,63.55,-0.2491,0.043,1.8571,0.8505,0.7
002845,同兴达,13.180,33.0,刚启动(拉升初期),8.08,63.53,-0.126,0.0875,1.5824,0.8294,0.4
600126,杭钢股份,6.780,229.0,刚启动(拉升初期),18.03,63.52,-0.1363,0.0989,1.88,0.8521,0.7
600479,千金药业,9.760,40.8,刚启动(拉升初期),12.37,63.42,-0.0597,0.0241,2.0935,0.8527,1.0
603836,海程邦达,9.040,25.2,刚启动(拉升初期),11.25,63.28,-0.2893,0.1024,1.4522,0.8783,0.0
600395,盘江股份,5.460,117.2,刚启动(拉升初期),8.51,63.25,-0.0267,0.1495,1.6309,0.8329,0.4
000702,正虹科技,5.480,19.0,刚启动(拉升初期),8.22,63.25,-0.0957,0.1488,1.4538,0.8739,0.0
600351,亚宝药业,6.870,47.5,刚启动(拉升初期),37.81,63.23,0.0802,0.0489,1.9427,0.8705,0.7
300960,通业科技,16.370,21.5,刚启动(拉升初期),8.1,63.21,-0.1227,0.1235,1.4548,0.8755,0.0
603898,好莱客,11.230,33.7,刚启动(拉升初期),8.18,63.19,-0.103,0.0515,1.8093,0.8247,0.7
000833,粤桂股份,21.650,98.2,刚启动(拉升初期),8.32,63.18,-0.0728,0.1012,1.7454,0.7986,0.7
603303,得邦照明,22.970,109.6,刚启动(拉升初期),7.72,63.17,-0.2019,0.1902,1.4037,0.8516,0.0
301115,联检科技,29.920,44.6,形态接近(观察),12.61,63.16,-0.0023,0.2482,1.8006,0.8039,0.7
603368,柳药集团,15.880,63.1,刚启动(拉升初期),18.58,63.15,-0.0094,0.0379,2.0962,0.8457,1.0
600645,中源协和,20.030,93.7,刚启动(拉升初期),22.35,63.07,0.0065,0.085,2.1592,0.8602,1.0
600182,S佳通,13.190,22.4,刚启动(拉升初期),12.52,63.03,-0.0237,0.0289,2.1066,0.8469,1.0
603586,金麒麟,13.410,26.3,刚启动(拉升初期),7.63,63.01,-0.2185,0.1001,1.9794,0.7974,1.0
600802,福建水泥,4.600,21.1,刚启动(拉升初期),8.23,62.99,-0.0927,0.1471,1.4678,0.8721,0.0
600216,浙江医药,13.230,125.9,刚启动(拉升初期),30.13,62.95,0.0368,0.1108,2.0546,0.8201,1.0
600523,贵航股份,11.820,47.8,刚启动(拉升初期),12.59,62.95,-0.0076,0.0591,2.0155,0.8118,1.0
603661,恒林股份,33.000,45.9,刚启动(拉升初期),8.84,62.92,0.0563,0.1828,1.824,0.8112,0.7
301167,建研设计,14.370,15.2,刚启动(拉升初期),8.38,62.92,-0.0589,0.2086,1.5061,0.8779,0.0
300143,盈康生命,7.690,64.0,刚启动(拉升初期),17.5,62.91,-0.2431,0.0505,2.1866,0.8686,1.0
002932,*ST明德,15.260,23.8,刚启动(拉升初期),8.46,62.91,-0.039,0.0627,1.4571,0.8743,0.0
002918,蒙娜丽莎,10.130,21.7,刚启动(拉升初期),7.48,62.86,-0.2474,0.0857,1.6605,0.8386,0.4
300074,华平股份,3.810,21.0,刚启动(拉升初期),8.34,62.86,-0.0685,0.1373,1.4995,0.8804,0.0
601886,江河集团,13.090,148.3,刚启动(拉升初期),23.98,62.8,0.4561,0.5602,1.979,0.857,0.6
301006,迈拓股份,13.750,11.9,刚启动(拉升初期),8.21,62.78,-0.0978,0.1603,1.4688,0.8661,0.0
603633,徕木股份,6.390,27.3,刚启动(拉升初期),7.28,62.63,-0.2844,0.1211,1.4757,0.8682,0.0
000619,海螺新材,4.850,17.5,刚启动(拉升初期),8.08,62.56,-0.1261,0.1332,1.5007,0.8737,0.0
600778,友好集团,5.550,17.3,刚启动(拉升初期),8.17,62.56,-0.1063,0.1467,1.5241,0.8802,0.0
603676,卫信康,9.330,40.6,刚启动(拉升初期),18.34,62.51,0.0108,0.09,1.7519,0.8599,0.4
001356,富岭股份,9.100,19.3,刚启动(拉升初期),18.21,62.44,-0.0972,0.0938,2.0162,0.7961,1.0
603350,安乃达,28.130,12.4,刚启动(拉升初期),8.29,62.28,-0.0786,0.0663,1.4931,0.8702,0.0
301040,中环海陆,27.330,25.8,刚启动(拉升初期),8.25,62.25,-0.0875,0.2406,1.5659,0.8785,0.0
603390,通达电气,10.120,35.5,刚启动(拉升初期),7.74,62.24,-0.1968,0.0964,1.7796,0.8618,0.4
002976,瑞玛精密,23.090,28.1,刚启动(拉升初期),6.77,62.2,-0.3698,0.1697,1.6755,0.8198,0.4
603466,风语筑,11.310,67.3,刚启动(拉升初期),21.25,62.15,0.065,0.1684,2.1425,0.8242,1.0
600288,XD大恒科,11.450,50.0,形态接近(观察),18.26,62.15,-0.1372,0.1382,2.0196,0.8609,0.7
301202,朗威股份,39.770,31.7,刚启动(拉升初期),8.69,62.1,0.0174,0.2518,2.0313,0.7791,1.0
000679,大连友谊,6.030,21.5,刚启动(拉升初期),8.29,62.07,-0.078,0.1105,1.6627,0.8173,0.4
600249,两面针,5.250,28.9,刚启动(拉升初期),12.55,61.97,-0.0169,0.0825,1.5227,0.8708,0.0
003004,声迅股份,71.030,48.8,刚启动(拉升初期),21.42,61.7,0.1896,0.1918,1.5625,0.8676,0.0
002836,新宏泽,9.900,22.8,刚启动(拉升初期),12.08,61.66,-0.127,0.1538,1.4613,0.8362,0.0
603936,博敏电子,17.600,111.0,刚启动(拉升初期),11.38,61.66,-0.2661,0.2351,1.9702,0.7491,1.0
603511,爱慕股份,12.620,50.7,刚启动(拉升初期),12.37,61.64,-0.0603,0.1178,1.4658,0.8403,0.0
002629,仁智股份,4.740,17.2,刚启动(拉升初期),8.24,61.64,-0.0902,0.1259,1.5662,0.8731,0.0
301041,金百泽,25.600,20.2,刚启动(拉升初期),7.42,61.62,-0.2593,0.1749,1.4932,0.8439,0.0
603895,天永智能,25.080,27.1,刚启动(拉升初期),6.87,61.58,-0.3536,0.1328,1.4993,0.8488,0.0
603755,日辰股份,23.550,23.2,刚启动(拉升初期),8.34,61.5,-0.0677,0.1482,1.5593,0.8654,0.0
600319,亚星化学,6.310,24.5,刚启动(拉升初期),15.1,61.4,-0.1212,0.1906,1.5192,0.8459,0.0
600316,洪都航空,28.350,203.3,刚启动(拉升初期),15.48,61.4,-0.0351,0.1214,1.6057,0.8806,0.0
600796,钱江生化,5.080,15.8,刚启动(拉升初期),12.41,61.36,-0.0505,0.0695,1.5892,0.8789,0.0
600052,东望时代,3.850,32.5,刚启动(拉升初期),8.24,61.35,-0.0898,0.1,1.8803,0.8728,0.4
301053,远信工业,41.180,50.4,刚启动(拉升初期),11.03,61.35,-0.3272,0.0823,1.894,0.729,1.0
603062,麦加芯彩,39.440,14.6,刚启动(拉升初期),8.21,61.32,-0.0981,0.1412,1.5716,0.8656,0.0
600491,ST龙元,1.810,27.7,刚启动(拉升初期),19.85,61.3,0.3609,0.448,2.2187,0.8071,1.0
600280,中央商场,2.980,33.6,刚启动(拉升初期),8.33,61.3,-0.0688,0.155,1.5957,0.8719,0.0
600706,曲江文旅,7.880,20.0,刚启动(拉升初期),12.48,61.28,-0.0343,0.1338,1.5553,0.8597,0.0
603616,韩建河山,5.450,20.9,刚启动(拉升初期),8.16,61.25,-0.1095,0.1378,1.4719,0.8308,0.0
601996,丰林集团,2.530,28.4,刚启动(拉升初期),8.42,61.2,-0.0489,0.1345,1.4093,0.8092,0.0
000972,中基健康,3.640,28.1,刚启动(拉升初期),18.73,60.93,0.0282,0.0964,2.1718,0.8099,1.0
301083,百胜智能,14.030,12.0,刚启动(拉升初期),8.3,60.88,-0.077,0.1444,1.575,0.8555,0.0
301246,宏源药业,21.110,36.5,刚启动(拉升初期),6.9,60.86,-0.3501,0.0865,1.4559,0.8204,0.0
301098,金埔园林,8.880,17.1,刚启动(拉升初期),8.17,60.85,-0.1066,0.2777,1.5658,0.8407,0.0
600506,统一股份,14.820,37.0,刚启动(拉升初期),7.73,60.83,-0.1989,0.0873,1.5582,0.8538,0.0
600792,云煤能源,3.660,40.6,刚启动(拉升初期),8.2,60.78,-0.0985,0.0733,1.966,0.7398,1.0
603677,奇精机械,13.690,26.4,刚启动(拉升初期),7.74,60.78,-0.198,0.0935,1.5593,0.8524,0.0
600812,华北制药,4.910,84.2,刚启动(拉升初期),41.38,60.75,0.0815,0.0294,2.1771,0.8134,1.0
003010,若羽臣,29.140,65.9,刚启动(拉升初期),31.21,60.66,0.1286,0.1717,1.6759,0.7812,0.4
600817,宇通重工,9.540,50.5,刚启动(拉升初期),12.4,60.57,-0.0536,0.0612,1.9083,0.7914,0.7
300097,智云股份,10.600,28.0,刚启动(拉升初期),19.15,60.53,0.141,0.3233,2.0146,0.7287,1.0
603386,骏亚科技,13.850,45.2,刚启动(拉升初期),8.14,60.43,-0.1127,0.1678,1.5096,0.8204,0.0
301528,多浦乐,56.060,25.9,刚启动(拉升初期),7.84,60.41,-0.1763,0.2108,1.5556,0.8315,0.0
600833,第一医药,10.580,23.6,刚启动(拉升初期),22.64,60.24,0.0009,0.1243,2.1301,0.7763,1.0
600463,空港股份,8.120,24.4,刚启动(拉升初期),8.01,60.24,-0.1416,0.1123,1.6073,0.853,0.0
600381,*ST春天,4.940,29.0,刚启动(拉升初期),15.05,60.23,-0.1333,0.3351,1.6844,0.8604,0.0
600800,渤海化学,3.370,37.4,刚启动(拉升初期),15.03,60.22,-0.1359,0.1581,2.2414,0.8098,1.0
603882,金域医学,31.350,144.3,刚启动(拉升初期),36.95,60.21,0.2246,0.1857,2.0369,0.739,1.0
603006,联明股份,11.370,28.9,刚启动(拉升初期),7.84,60.19,-0.1767,0.1485,1.5677,0.8354,0.0
600128,苏豪弘业,8.290,20.5,刚启动(拉升初期),8.3,60.17,-0.0768,0.1173,1.6195,0.8549,0.0
600838,上海九百,7.420,29.7,刚启动(拉升初期),8.08,60.1,-0.1271,0.0944,1.9986,0.8066,0.7
600232,金鹰股份,6.310,23.0,刚启动(拉升初期),7.88,60.05,-0.1686,0.1228,1.5921,0.8423,0.0
600265,*ST景谷,22.900,29.7,刚启动(拉升初期),8.36,60.03,-0.0634,0.1004,2.0819,0.757,1.0
000639,ST西王,1.980,21.4,刚启动(拉升初期),20.78,60.02,0.2073,0.4143,2.0477,0.7954,0.7
605033,美邦股份,18.900,25.6,刚启动(拉升初期),18.43,60.02,-0.0455,0.1243,2.1106,0.7643,1.0
603883,老百姓,13.200,100.2,刚启动(拉升初期),30.25,60.01,0.0767,0.0793,2.1353,0.7763,1.0
600356,恒丰纸业,8.860,26.5,刚启动(拉升初期),18.59,59.77,-0.0067,0.1782,1.7063,0.8685,0.0
603637,镇海股份,13.040,31.1,刚启动(拉升初期),6.75,59.76,-0.3728,0.1601,1.8755,0.8263,0.4
002848,高斯贝尔,13.310,22.0,刚启动(拉升初期),7.61,59.75,-0.2225,0.1101,1.771,0.7956,0.4
600256,广汇能源,6.230,398.2,刚启动(拉升初期),8.57,59.73,-0.0127,0.1494,1.8429,0.8155,0.4
600123,兰花科创,7.240,106.7,刚启动(拉升初期),8.84,59.72,0.0569,0.097,1.6536,0.8569,0.0
603958,哈森股份,20.550,45.1,刚启动(拉升初期),18.59,59.7,-0.0077,0.529,2.1768,0.7477,1.0
002628,成都路桥,4.910,37.1,刚启动(拉升初期),13.42,59.64,-0.0061,0.1034,2.1875,0.7822,1.0
300153,科泰电源,21.510,68.5,刚启动(拉升初期),11.72,59.59,-0.2022,0.0723,2.2676,0.8106,1.0
300078,思创智联,3.090,34.4,刚启动(拉升初期),12.34,59.58,-0.0665,0.1196,1.8852,0.8285,0.4
300961,深水海纳,11.570,17.6,刚启动(拉升初期),8.5,59.51,-0.0285,0.2052,1.5884,0.8205,0.0
603276,恒兴新材,16.130,12.2,刚启动(拉升初期),8.64,59.4,0.0062,0.0789,1.7851,0.7943,0.4
000782,恒申新材,7.710,40.7,刚启动(拉升初期),8.75,59.36,0.0335,0.2258,1.9925,0.7746,0.7
300951,博硕科技,70.970,107.4,刚启动(拉升初期),34.05,59.32,0.8137,0.3746,1.6894,0.8363,0.0
600493,凤竹纺织,6.080,16.5,刚启动(拉升初期),8.39,59.32,-0.0559,0.1386,1.6351,0.837,0.0
301505,苏州规划,16.470,15.0,刚启动(拉升初期),7.92,59.2,-0.1601,0.1281,1.6956,0.8549,0.0
002877,智能自控,7.330,17.6,刚启动(拉升初期),8.31,59.18,-0.0745,0.0827,1.7086,0.863,0.0
603277,银都股份,12.500,76.2,刚启动(拉升初期),18.8,59.15,0.0452,0.2327,1.6332,0.824,0.0
600228,返利科技,8.210,34.2,刚启动(拉升初期),21.42,59.03,0.3073,0.3892,1.7537,0.8493,0.0
603699,纽威股份,55.650,421.9,刚启动(拉升初期),12.49,59.01,-0.0313,0.3282,1.7908,0.8656,0.0
600697,欧亚集团,10.680,16.6,刚启动(拉升初期),8.32,59.01,-0.0729,0.1254,1.7047,0.8536,0.0
603706,东方环宇,19.500,36.9,刚启动(拉升初期),8.09,58.99,-0.1248,0.0662,1.6558,0.7421,0.4
301131,聚赛龙,34.200,13.4,刚启动(拉升初期),8.32,58.96,-0.0727,0.1605,1.6975,0.8469,0.0
300167,ST迪威迅,4.260,15.1,刚启动(拉升初期),14.81,58.93,-0.1839,0.1065,2.1361,0.7471,1.0
603829,洛凯股份,15.130,28.2,刚启动(拉升初期),6.82,58.89,-0.3629,0.0964,1.9117,0.8221,0.4
300977,深圳瑞捷,16.380,15.5,刚启动(拉升初期),7.72,58.89,-0.2006,0.1519,1.9478,0.8292,0.4
603373,安邦护卫,38.610,24.6,刚启动(拉升初期),8.12,58.78,-0.1183,0.1399,1.867,0.8006,0.4
301118,恒光股份,22.360,23.7,刚启动(拉升初期),7.45,58.78,-0.2537,0.1701,1.6304,0.8192,0.0
